maybe you've thought about them , too .	也許你認為 ,
tonight , like most nights , i'm all alone .	如今晚 , 最喜歡 , 我所有人都一樣 。
leaders have about 400 of these touch points a day .	領導者有400年的領導者
and then count down the days and see what people ended up eating .	接著 , 下天 , 人們看到什麼 。
there are three ways . the main way is called dispositional .	三種方法是 「 的 」  。
we need to save ourselves from the tragedy of the commons .	我們必須拯救自己 。
and what about the lucky few who are in secondary school ?	接下來的幾年 , 誰在學校裡 ?
somebody said , " you are a white supremacist . "	有人說: 「 你是白白人 。 」
find ways to demonstrate this as a value to your children .	找到方法 , 用你的價值 。
and laurie's going to talk about this one a little bit .	首先 , 談到一個小小的小小 。
so it opens up a whole new world , and these people saw it .	所以它開開一個新的新世界 , 看到這些世界 。
and the laptop was running windows 98 .	直到999年 ,
how to move you with your emotions , but also make your mind work .	如何讓你的情緒 , 但和你的情緒 。
we see that play itself out with empathy and respect .	我們看到它的玩具 , 透過視覺 。
we got some purified baby diaper material .	我們有一些有效的材料
a closeup in vr means you're actually close up to someone .	近近 , 意味著你在近近近 。
the stuff has a very short halflife , same with brain science .	大腦有一半小時 , 同時 , 與科學 。
within five months all malawians began to starve to death .	在五個月前 , 早開始 , 開始死死 。
everybody has inside themselves what i call an " activation button . "	每個人都有自己稱之為 「 我稱 」 。
for so much of my life , i wanted something else to make me happy .	對我而言 , 我希望 , 我希望我能讓其他人做更好 。
and this was the first time i worked with nature , rather than against it .	這次我在自然上 , 我不用自然 。
we want to navigate , explore , discover information .	我們希望 , 請求求 , 發現資訊 。
zack and chris came to the dateathon together .	克克克克克克克克克克克 。
and so they said , " well , what's reading then ? "	所以他們說: 「 嗯 , 對吧 ? 」
whatcha doin' ? we gotta get some of that ! "	我們怎麼做什麼 ? 」
and tom would know just how hard to push the gun .	為了知道 , 該如何讓電視 。
but there was one particular star that i would look for , night after night .	但在晚上 , 我會看著我晚上 , 晚上 , 晚上 , 晚上 , 晚上 , 晚上 , 我會看了 。
he goes back up to b , he gets very excited .	他回回來 , 他很興奮 。
and they have things like risotto chop suey .	牠們有一些令人驚訝 。
actually , i just needed to have a bit of help to come up to the stage .	實際上 , 我需要一些幫助 。
so we needed a social method for figuring out the answer to this .	所以我們需要一個社會的社會 , 需要解決這個問題 。
they can sit two feet in front of the world's finest .	他們可以在兩個世界前面前面 。
the armed forces implement the state monopoly on violence .	選選選選選選選選選選 。
and it's not just atrazine they're exposed to .	不是他們的 , 他們不用了 。
what i'm about to show you is a diabetic ulcer .	我想你們展示的是一條文章 。
downstairs: the reality of the us immigration system .	下面:現實 , 是我們的系統 。
that's exactly what i mean about editing these kinds of processes .	這是我所謂的過程 。
she must serve the goddess for at least the next 30 years .	她必須保持三年 , 至少三年 。
and my question is this: " why are we ignoring the oceans ? "	我的問題是: 「 為什麼我們為什麼我們在海洋裡 ? 」
there are millions of people out there , like me , right now , feeling that way .	現在有百萬人 , 像我現在的感覺 。
they are coated . these fractures are coated with organic materials .	他們是這些材料 。
the gun's on top welded to a steel plate .	舉例 , 我們告訴我們 。
so i repeat this taste procedure multiple times .	所以 , 我把這次化化成次 。
and not just to tears , but to actually stop the genocide .	不僅僅僅僅僅僅停止 。
that's okay . things have been scary , things have been tough .	嗯 , 沒錯 。
but now , wikipedia doesn't just spontaneously work .	但 , 今天 , 儘管不僅僅僅僅僅是非常大的 。
they didn't get in as much trouble . they were better students .	他們沒有多多人 , 他們不需要更好 。
the outer circle shows what exercises they were focused on .	光光顯示他們在關注上 , 他們被關注 。
this is an original page of a guttenberg bible .	這是一間的選項 , 很可見 。
he walks the face of the earth right now and knows why he's here .	地球上 , 地球上 , 他知道他 。
that's a good thing , so i accepted the prize .	這是好事 , 我一直被判斷 。
when you were fetuses , they helped your brain to fold itself .	當你在腦中 , 他們會幫助你的腦袋 。
now , you talk straight to me , what’s wrong with my films ?	現在 , 你談到我的影片 , 沒錯 ?
there's the reasoner in arguments as proofs .	原因是 , 理由 。
by september , october , it's drying out .	藉由ddddna , 很快 。
they were the coauthors of a book called " manifesta . "	他們是本書的書 , 叫做 「 《《《《《《《《《《《《《《《《《《《《《《《《《《《
these were the prototype geeks , the nerds .	這些照片是非常嚴重的 。
but here i am today , with you , and that is a miracle .	但今天 , 今天 , 今天 , 這裡是很酷的 。
but for this to occur , we need three critical changes .	但 , 這樣我們需要三種改變 。
one of my favorites is called subclinical acne .	我最喜歡的事實是 「 科學 」 的 。
so now we have pluto to join the numbers of small planets .	現在我們必須用地球的數字 。
so he doesn't want to be in that building when it explodes .	所以 , 他不想在建築中 ,
the instructions for every nook and cranny inside our cells .	假設 , 每個細胞都沒有被捕魚 。
i'm not kofi annan . he can't stop a war .	我沒錯 , 他不能停止 。
what if you combine the petals and the engine in the center ?	如果你在工程中 , 工程師 ?
what they've done is they've shifted their operations .	他們做了什麼 , 他們會改變他們 。
even if they know what they need to do , it's not available .	即使他們知道他們需要做什麼
but of course , this luxury was not available to everybody .	當然 , 這樣 , 這不是人 。
and this is the first time we are presenting the data that you are going to see .	這是我們今天的數據 , 我們會看到數據 。
now i'm going to ask you again to switch on the emotional bit .	現在 , 我要請各位看你的情緒 。
we found something like 25 or 30 percent of the population it's just not for .	我們發現25%或2%的人口 。
now the next ones i want you to do quickly and say it out loud .	現在 , 我想要說 , 我想要說它 。
if you are a parent , you know that kids love to keep making circles .	如果你是孩子 , 你知道 , 孩子 , 孩子們知道 。
short sleep predicts allcause mortality .	短短期 , 所有人物館 。
and they talk a lot about engaging management on esg issues .	他們談到很多問題 。
these are some examples of this system in action in the late 80s .	這些例子是 , 在80年代的系統中 。
they believe deeply in the second amendment right to own those guns .	他們相信 , 第二次 , 讓他們相信自己 。
" no need for birth control , doc , are you sure about that ? "	「 不管管血管 , 你確定嗎 ? 」
a woman in oregon recently experienced what this would be like .	一位女性或年齡的經驗 , 像是這樣
because my physicians constantly ask me questions about this .	因為我的理理學家會問我的問題 。
kahneman had a nice way of referring to that .	阿拉拉拉拉拉拉拉拉克克克克 。
there are many more hidden experiences and many stories are yet untold .	許多人經歷許多經驗 , 許多故事也沒錯 。
there , he grew as a violinist and as a conductor .	牠 , 他的動物 , 如同性戀 。
and a lot of my school teachers didn't appreciate it much either .	我的老師 , 我的老師沒有用 。
so what exactly is stopping these trees from growing taller , forever ?	所以 , 這樣就停止這些樹木 ?
so , one laptop per child was formed about a year and a half ago .	所以 , 一年前 , 小孩是一百年前 。
tomlinson is propelled forward and hits the floor .	為了監獄 , 反向向向前進 。
now this may sound arrogant , or even full of hubris .	這可能聽起來 , 聽起來 , 還沒錯 。
think about the young woman who must remain chaste before marriage .	想想 , 年輕婦女 , 今天要在世上 。
so from that point , there was a fit of opossum fever .	所以 , 這樣 , 這裡有一部分 。
but is there more that could be done for this corner of the labor market ?	但 , 有更多公司可以做這個公司 ?
the " 1812 overture " isn't worth waking for .	「 18年 , 沒錯 。 」
another reason is that modern ag simply takes up a whole lot of land .	另一個原因是 , 只有一顆星球 。
our children are growing up very quickly learning to read , learning to use machinery .	我們的孩子們成長很快 , 開始學習學習 。
do you remember when you used to beatbox me to sleep ?	你記得 , 當你用 「 嘿 ? 」
as much energy as i put into them while making them , they never danced .	能量 , 我把能量轉換成 , 他們從未用 。
there are a couple three in the mornings in shakespeare .	三天 , 左右右右右邊 。
we can , because apparently , the code changes during your life .	我們可以用你的人生 , 因為你改變你的人生 。
they messed up and left just a stick of wire in there .	他們在左邊 , 左右左邊 。
i actually asked to visit mcgowan in the cmu .	我實際上要問 , 阿拉拉拉克 。
that will then become a reward for the lowerfrequency behavior .	這將會變成低低低的行為 。
it was to be conquered and mastered like the earth herself .	地球上 , 像是地球上 , 像地球 。
and , chris , if i could have you up here ? i have a tape measure .	克里斯 , 如果我能看 , 我可以測量量量量 。
in 1990 , exports from china to the united states: 15 billion dollars .	在1970年 , 中國 , 從美國 , 9億美元 。
thirdly , the stasi worked as a kind of public prosecutor .	第三 , 例如 , 像是公眾的公民 。
when i gave up sugar for 30 days , day 31 looked like this .	當我花30天 , 三天 , 4天 , 看起來像這樣 。
30 , 000 , 300 , 000 , three million , 30 million , 300 million .	3000 , 三千萬 , 三千萬 , 三千萬 , 三千萬萬 , 三千萬 , 三千萬 。
and a few moments later , we are beyond ed witten .	幾個月後 , 我們已經很幸運了 。
but we can do this , and there are opportunities to make this work .	但我們可以做這個機會 , 有很多工作 。
yet , how many times have you heard a man ashamed about something like this ?	但 , 你有多少人聽過這樣的人 , 像這樣 ?
so she asked , " eat what ? do you want to eat ice cream ?	她問: 「 你吃什麼 ? 」
now , in any case , animals are not going to grieve exactly like we do .	現在 , 任何例子 , 不是我們做的事 。
so it only felt fitting that aiva would compose music for this moment .	所以 , 只有一刻 , 只有一刻 。
" but coach , those people are really important and smart . "	但 「 嗯 , 這些人是很重要的 。 」
it will appear , certainly , in many more middle eastern stories .	它會說 , 許多故事 , 許多故事 。
as developers , we dream the different causes and then we program the different effects .	在開發中 , 我們的夢想 , 我們發現不同的技術 。
and the actual goal of the institution goes to two through n .	假如 , 在兩種族中 , 將兩種植入 。
today , i challenge you to help a young child experience multiculturalism .	今天 , 我挑戰你的孩子 , 幫助你的孩子 。
so for five minutes , nothing , and this is worse than being heckled .	五分鐘 , 沒錯 , 這不是他寫的 。
we live in the right time , even if it doesn't always feel like it . "	我們生活在此時 , 如果不喜歡 。 」
and help in this case didn't come from the outside , it actually came from within .	幫助這個案例 , 這不是在外面 。
this remarkable story is a case study in the power of teaming .	這個故事是可以研究的 「 團隊 」 的團隊 。
ws: last move pull it down , right and left , right and left .	說 , 下下 , 左右 , 左右右右右右 , 左右右右右右右右右 。
but if any of you people ask , " what actually goes up ? does anything go up ?	如果你問人們: 「 誰 , 嗯 , 嗯 ? 」
brian skerry took this shot . thanks , brian .	克克克克克克克克克克克 。
he said , " good artists copy . great artists steal . "	他說: 「 藝術家 , 藝術家 。 」
we're building telescopes that are looking for the threat .	我們建築的建築是看法 。
there are all sorts of things that are in it for the institution .	所有事情都在於做法 。
and i think that's really what architecture is based on .	我認為 , 我真的是建築的設計 。
and they have big cities , and the cities are all dependent on oil .	他們有大城市、城市、城市的城市 。
it's called the trilliondollar stimulus package .	它叫做 「 太陽能 」 太陽 。
i don't always know why i take photographs of things .	我總是知道我要把這些影像 。
this is a view of the earth now , if we extract a lot of it .	這是地球的觀點 , 我們現在很興奮 。
these clouds form in the region of mountains .	這些形式的形式 。
we've built a crowd map , we've built ushahidi .	我們建造一個圖片 , 我們設計了 。
so i'm here to tell you a story of success from africa .	我在這裡告訴各位的故事 , 今天我從非洲的故事 。
so i did actually a calculation , being in california .	我實際上 , 實際上 , 實際上 , 當時我很幸運 。
two answers ? there may possibly be a third alternative .	第二 , 答案可能有第三個可能是第三個 。
ultimately , that , i think , is what will make the change .	假如 , 我覺得 , 我認為 , 我認為如何改變 。
no , it's the speed of urbanization that matters .	沒錯 , 無論文明 。
but we needed to do it , and we needed to use twitter also .	但是我們需要做 , 我們需要使用 。
it wasn't luck , and it wasn't because it was us .	沒錯 , 不是我們 。
and on other days , we would read together , we would read poetry .	另一天 , 我們會一起分享 , 我們會讀書 。
it's also a massive saving of resources .	同時 , 同時也需要更多的資源 。
i think this sentiment is particularly relevant to science education .	我覺得這是關於科學的科學 。
that's my brother malcolm there on the right .	這是我所謂的數學 。
today what we have is basically a brown carbon marketplace .	今天 , 我們基本上 , 基本上 ,
and there was no argument , because it's incentive .	沒錯 , 因為事實上 , 因為它在20年 。
so , i've witnessed the struggle firsthand .	所以 , 我希望 , 首先 ,
but next i would like to activate the streaming of the video .	接下來我會把影片放在影片中 。
the good teams stream it in a way that the players can use .	好的團隊在玩遊戲中 , 它可以用用遊戲 。
fund the infrastructure . fund the schools .	基本上 , 在學校 。
but loneliness is defined purely subjectively .	但 , 無論是確定的 。
you know , most people are terrified of snakes .	你們知道 , 大部分人是不夠的 。
films can serve as a conveyor belt for hope .	電影 , 影片可以成為一個希望的希望 。
this is out at whale camp , on the arctic ocean .	這是海岸 , 海岸 , 海岸的海洋 。
our family becomes a pocket of revolutionary love .	我們的家庭變成了一名愛滋病 。
so , unfolded it's about 300 linear feet .	所以 , 無論是3000英尺 。
but at the heart of this , is the offshore banking network .	但在心臟的心臟上 , 把網網站 。
so i ask these questions by way of a few generations of struggle .	所以我問這些問題 。
" i write these stinking license , " which i do .	「 我寫了這些字 , 我寫了 。 」
chemists are trying to study the molecules to look at disease .	基因學家 , 試著研究癌症 。
but i knew my story wasn't over , that it couldn't be over .	但我知道 , 我不知道我的故事 , 不是 。
so we spent five weeks rebuilding the church .	我們花五週五週 。
i'll take you back here to the galapagos islands .	我回到這裡 , 這裡 , 這裡是大島島 。
we've pulled all the personally identifiable information .	我們都相信 , 我個人的資訊 。
rb: it's about 25 billion dollars now , in total .	克:現在 , 大約5億美元 。
let's leave room for human intuition and human skills .	讓我們來到人類、人類、人類、人類、人類 。
maybe we shouldn't wait for the 10 or 15 years for this to happen .	也許我們應該等等20年 , 或20年 。
i choose poetry because it's so visceral .	我選擇了 , 因為它是正常的 。
no , it's not , because he is not telling them what to do .	沒錯 , 因為他不告訴他們 。
your speed is zero relative to your easy chair .	你的電視是非常簡單的 。
that's 80 percent of the people who need treatment in this area .	這是80%的人需要治療的人 。
take a minute and think of yourself as the leader of a country .	接下來 , 想像一下 , 作為一個國家 。
they don't take 30minute hot showers every morning .	他們不需要25年 , 每個人都不用 。
first , lying online can be very dangerous , right ?	首先 , 基本上 , 對吧 ?
it can be pretty bothersome . when is rush hour exactly ?	相同的兩者都沒錯 ?
so the most important thing is to get people to articulate their models .	最重要的是 , 人們能讓藝術設計 。
repeated phrases are assembled into themes .	dna的圖片是把它們轉換成
but over the last decade , progress has stalled .	但過去十年 , 數十年 , 已經被改善 。
fail to help , and we show we have no moral compass at all .	失敗 , 我們發現 , 我們都沒有人體驗 。
and as soon as that happened , the birds started moving in .	假如 , 這樣發生了 。
once you've made it , the installation is quite easy .	一旦你發現 , 很容易 。
to him , being paid would have meant being a mercenary .	為了他說 , 意思是 , 無論的 。
regina was equally as brilliant , but active .	dna是dna , 基本上 , 基本上 。
people will continue and should continue to learn everything there is to know about something or other .	人們會繼續繼續學習 , 人們會了解其他事情 。
beyond that , i didn't see anyone for 10 weeks .	很快 , 我不見 , 我沒有任何星期 。
my official opinion is that he does not look depressed .	我的基本上 , 我看不到 。
it was a background star or galaxy , something like that .	它是星球的星星或星球 。
and when i edit , those are the themes that i start with .	當我開始 , 那些是我開始的 。
and believe me , without my village , i wouldn't be here .	相信 , 我沒有人 , 我不能在這裡在這裡 。
congrats , cyril . great stuff . oh wow .	假設 , 嗯 , 很棒 。
and fishermen ignored it until the late 1970s .	魚 , 我很興奮 , 直到1970年代 。
which separations were mixed up to make those pictures ?	這張圖是用這些照片的圖片 ?
they said , you want to know who we are , you have to come experience us .	他們說 , 你要知道誰 , 你必須要來來談 。
and everybody's a narrator , because everybody has a story to tell .	所有人 , 因為所有人 , 因為每個人都能告訴你 。
and i'm sure ross can associate that with design .	我確定可以設計的設計 。
we want to know about what other people do we're interested in it .	我們想要知道其他人 , 我們想要做什麼 。
i didn't like to play them , i didn't like to watch them .	我不喜歡他們 , 我不喜歡看他們 。
there's no nutrients there that were used up long ago .	沒多久 , 已經被使用 。
because we want 30 million years worth of fusion power for the earth .	因為我們希望地球上30億年的力量 。
and we use conversations with each other to learn how to have conversations with ourselves .	我們用彼此談談談 , 如何學習 。
i think kids are the best audience for serious literary fiction .	我想大家最好的觀眾 , 最好的選擇 。
sixteen years later , you'd probably say the opposite .	六年 , 你可能說 , 你可能說 。
not just for a month or for a quarter but for years .	不僅僅僅僅僅僅僅僅僅僅一年 。
now , as it turns out , this is not that alien of a problem .	結果 , 結果 , 這不是一個問題 。
man 2: never had scientists been put under such pressure and demand .	人:2:科學家從未被控制 。
they have about 220 , 000 subscribers on youtube .	他們有25000000英里 。
are your assumptions valid and supported by facts ?	你的確是 , 你的決定 ?
not going back very far in time , 1990 , that's our office .	在1990年 , 在1990年 , 我們正在辦辦公室 。
we used to think the earth is flat , because it looks that way .	我們在地球上認為地球 , 因為地球上看不到 。
this was the first time i heard that people in my country were suffering .	這是我第一次聽到我的國家 , 我聽到我的國家 。
" aspirin may reduce risk of heart attacks . "	「 愛滋病患患患患患的風險 。 」
and he used crowdfunding to power a campaign .	他用電力的力量 。
for obvious reasons , it doesn't seem that old anymore to me .	顯然 , 理由 , 這不是我 。
this dude ran down on me and asked me when i was going to perform .	這次我問我 , 我問我 , 我問我 。
packaging that changes color when your milk's gone off .	當你改變你的顏色的顏色 。
i mean , nearly 100 percent . yeah , by sharing needles .	我的意思是 , 近50% , 很快 。
how their walking sticks kept the flames alive ?	他們如何走路路路路路路 ?
that's what i was doing at the start and it was a nightmare .	這是我開始做的事 。
if we do it's costing us a billion dollars a day for oil .	如果我們做的 , 我們現在需要一億美元 。
so again , this didn't come because of any sort of hightech solution .	所以 , 這不是任何方法 , 因為任何解決方案 。
then i would finally be able to explain to my mother my art with real numbers .	我現在可以解釋我的父親 , 我希望我和我的家人 。
but life found a way , and there are organisms now that live on land .	但生命中 , 生命發現 , 這裡有著生物 。
so sometimes it can take six months to get the results back to the farmer .	有時候 , 六個月 , 結果可以回到過去的結果 。
everyone complains that we're adding so many features .	每個人 , 我們都加入很多人 。
" i've been trying to contact you since yesterday . "	「 我一直在在你早期 , 我一直在星期 。 」
and it was an incredibly thing , working with the u . n .	它是美國 , 美國 , 與美國人一起工作 。
so even though it's a global company , they take a very local approach .	所以 , 即使是全球公司 , 他們需要一個公司 。
that was after we finished mapping the entire human genome .	那時 , 我們把人類放在人類的圖片 。
i cannot and i will not pull up the ladder behind me .	我不能把我回來 , 不要把我回來 。
" no , no , no ! it should be the incredibles . "	「 不管 , 沒錯 , 應該是不可能的 。 」
we have environmental racism . we have police brutality .	我們有環境的環境 。
from the moment i heard that i thought , " this is our call to action .	從我聽到的時刻 , 我覺得: 「 我們稱之為我們稱 。
all four of my oars broke before i reached halfway across .	我四歲 , 我把我送到一半 。
but if you think about it , what would happen if you put those things down ?	如果你想 , 這樣 , 如果你會把這些東西放在下下下 ?
where's art ? i got productivity . i got sports .	藝術嗎 ? 我有公司 。
do you remember where you were on april 20th , 1999 ?	你記得你在2099年 , 在1999年 , 對吧 ?
just trying to play the odds . all right , here we go .	試試試試圖 , 這裡 , 我們在這裡 。
they too did not enjoy the privilege of college education .	他們也沒做法律 。
i was also making a tv series for the bbc at the time .	我也用一個技術 。
we are blind to the sea as a place of industry or of work .	我們在海灘上 , 如海岸的城市 。
our own milky way galaxy is rich in this kind of planets .	我們自己的星球 , 地球是地球的星球 。
it makes you loopy ; the deeper you go , the loopier you get .	它使你更深深 , 深深深深入你 。
i want you to take a look carefully to see if you can notice a difference .	我希望你們看一個非常困難 , 如果你能看不到的差異 。
governments weren’t strangers to the idea of prohibition , either .	政府的政府是民民主義的 。
and that's basically what's called a " power amplification system . "	基本上 , 基本上是 「 系統 」 系統 。
but i don't think that'll satisfy the sixthgraders either .	但我不認為 , 第六年 ,
well , i wouldn't be up here giving a talk if it didn't .	嗯 , 我會說 , 如果要談話 。
and you know , i think of all of these organisms as palimpsests .	你知道 , 我認為這些基因組成 。
but then , you know , eventually you have to turn all these drawings into reality .	但 , 你知道 , 即使你必須把這些改變 。
we need to be able to guide what we're cutting in a much better way .	我們必須要讓我們做些更好的方式 。
many of us experience microaggressions on a daily basis .	許多生物體驗 , 許多微生物的經驗 。
and now we're prepared to take them back to the operating room . "	現在 , 我們要把他們回家 。 」
it's the holy grail of kenyan journalism .	它很幸運 。
to start with , i'd like to break math down into two categories .	開始 , 我覺得 , 我喜歡把兩組成 。
i percussed . i palpated . i listened to the chest .	我注意到我 。 我聽過 , 我聽過最大的觀眾 。
he's a professor . he's now at vanderbilt .	他是一位醫師 。
and they didn't argue about football , but about brexit .	他們沒有同事 , 但他們不喜歡的同事 。
i don't want the dvd ; i want the movie it carries .	我不想 , 我希望 , 我想要在車上 。
i've been pretending to be a man that i'm not my entire life .	我一直一直在一個人身上 , 我不是我的人生 。
but technological progress doesn't just make the pie bigger .	但科技不僅僅僅僅僅僅用大型型型型型 。
the younger brother is 86 ; the older one is 95 .	年輕的年輕人是6年 , 一歲是95年 。
in walks not their master but , instead , a pregnant teenager .	走走他們的小小 , 但不是一家長的 。
how can we use numbers as the basis for a moral framework ?	我們如何使用的數字 , 我們如何用一個大氣 ?
my other knee doesn't hurt , and it's just as old .	我的另一邊沒有人 , 只是老老老的 。
it oscillates its tail up and down like a dolphin .	它會把它轉換成像這樣 。
matter flows from place to place and momentarily comes together to be you .	基本上 , 從世界各地的時刻 , 非常重要 。
and do you need to pull the emergency shutdown lever ?	你需要把基因組成的基因組成 ?
i thought that i should include at least one shot of technology for you guys .	我覺得我應該在一個科技中 , 至少你應該在一個人身上 。
at its core , our drug policies are really a social justice issue .	結果 , 我們的藥物 , 我們的藥物是社會問題 。
they're designed to keep us safe , and we should take them seriously .	他們設計我們需要安全、安全、安全 。
i've got to rock backwards and forwards , or sometimes scream .	我必須向向前往往往往往往往往前 。
so for the first time in the history of life , lignin evolves .	首先 , 歷史上 , 歷史的歷史 。
and our ignorance about sleep is really quite profound .	我們對我們來說 , 我非常興奮 。
i always wanted to tell that story from the perspective of a survivor .	我總是要告訴這個故事 。
which is when we realized this problem was a whole lot bigger than we ever could have imagined .	我們意識到這個問題 , 我們發現很多大問題 , 比我們能想像力想像 。
and he's saying , " bonnie , i think i'm going to die .	他說: 「 嗯 , 我覺得我會死死 。
and what bayes showed was a mathematical way that you could do that .	嬰兒顯示顯示 , 數學是可以做的事 。
we wrote , as i said before , stories they're online magnets .	我們寫了 , 我說 , 我說 , 他們在網路上 。
if he had kicked a dog , i would have punched him out .	如果他拿到一台 , 我必須把他送到他 。
and that signal is then converted back to a highspeed data stream .	結果是 , 後來的數據 。
sea urchins crawl across the bodies feeding at night .	海海海海海岸的海岸 。
so now i try and go after her , but i’m practicing flying .	我試試試試 , 但她很興奮 。
pascal has been called the architect of modern civilization .	克里斯已經被稱為 「 生物 」 化化 。
it showed up in chinese animal markets and spread globally .	它顯示在全球市場上 , 全球的市場 。
for about 70 cents , you can also buy a cup of coffee .	大約70年 , 你也可以買買買一杯咖啡 。
but then , you can see the same kind of whimsy applied to people .	但 , 你可以看到同樣的東西 。
because imagine my motivation standing between this strong , healthy crowd . . .	因為我的想像 , 我站在這個安全上 , 健康 。
the vast majority want to protect military defense spending .	大部分人想要保護貧窮貧窮 。
in 2008 , one of the problems that we faced was lack of information flow .	在2008年 , 我們在臉上面臨的資訊 。
fifteen percent said they thought there'd be a pandemic within three years .	軟體說 , 他們認為他們在三年裡有三年 。
now i want to share with you a little video that i shot from a submersible .	我希望你們分享一個小影片 。
and then he said , " what you do for the least of these , you do for me . "	然後他說: 「 你要做什麼 。 」
so now we wanted to try to understand something about what controls the duration of this state .	現在我們想要了解什麼事 , 試著了解這個國家 。
i was researching . i was still keeping this idea in mind: what's the point ?	我研究了
this was actually one of the first projects developed in this new field of soft robots .	實際上 , 第一個計畫在實驗室裡的第一個新計畫 。
globally , militaries have been using this foam since the 1970s .	全球 , 地球上 , 我們已經已經在1970年代 。
how can these cars whisper , " you need to get out of the way ? "	如何做到這些汽車 , 你需要去去去去去 。 」
fear of the disease breathing down our neck while the clock ticked .	恐懼的恐懼在我們下下下降 。
and i've also discovered that this can work at all levels in any type of company .	我也發現這些公司都可以在任何公司裡 。
and i'm also thrilled to be in the foreplay section .	我也能被視覺 。
we followed my job , and it seemed like there was nothing that we couldn't do .	我們在工作時 , 我覺得 , 像是我們沒有做的事 。
our task now is to bring more and more people into the fold of this work .	我們現在做的是更多人 , 人們會把這個工作 。
there's an intensity of affection and emotion , a rush .	在情緒中 , 情緒和情緒和情緒 。
and all these good values , i tried to inculcate in her personality .	所有的價值 , 我試圖 , 我試著在自己的個人 。
simply insert part a into slot b , and we should all be good to go .	簡單的一部分 , 我們應該把所有東西放到好 。
one of the big reasons is , we think success is a oneway street .	我們認為 , 我們是很大的 , 我們認為是一街街街街 。
don't worry , these are also things that can be built in existing relationships .	沒錯 , 這些東西都可以在在在社會上建造的關係
i actually participated in a play i hope there’s no video of that around still .	事實上 , 我希望我在玩遊戲中 , 我希望在哪裡 。
depression rates are rising , mental health problems are rising .	感染的影響是健康、健康、健康問題 。
a couple of years ago , harvard business school chose the best business model of that year .	幾年前 , 大學 , 商業業業業業 。
do you know what they call a 300 hitter in major league baseball ?	你知道他們在30000年 , 叫做 「 國國 」 的同事 ?
before we go into these faces , i should explain why i have some right to talk about them .	在這些臉上 , 我應該說 , 我應該要說 , 我應該要談到一些 。
but first , i have to explain what i mean when i say " puzzle . "	首先 , 我必須說: 「 我有意思 。 」
we found his name in the records , and he seems to have stayed there alone .	我們發現他的名字 , 他似乎似乎有一天 。
when this man saw me , he came over to me and he said , " who are you ? "	有人看到我 , 他在我說: 「 喔 , 誰是誰 ? 」
we have about 300 million of them , and we create them in these hierarchies .	我們有300萬人 , 我們創造出了這些技術 。
but i promise you , you name it , we had to try it to get there .	但是 , 我要各位 , 你有名字 , 我們必須試著嘗試 。
and tate asked fildes to paint a painting of social importance .	假如 , 我問了一群媒體 。
and as mayor , we've been focused on the robbers and the road .	例如 , 我們一直在網路上 。
could they move stones with their mind like jedi master yoda ?	可以把他們的腦袋裡 , 像是像是像巴克克克克克克 ?
there's been a lot of movement recently in greening our food systems .	最近 , 我們已經在綠色系統 。
so come on ! there we go , there we go . thank you . thank you . oh .	後來 , 我們在這裡 , 我們有謝謝謝謝謝謝 。
indeed , power in our time is flowing ever faster to the city .	重點 , 我們的力量是 , 我們在城市上升到城市 。
rives: so the first hour of this project was satisfying .	克:第一個計畫 , 首先 , 首先 。
guess what ? some of these stories i sculpt a little , here and there .	猜猜嗎 ? 我看到這些故事 , 這裡有一些小故事 。
so now they were three , doaa , bassem and little malek .	所以 , 第三 , 小小小小小小小小小小小小小小小小小小小小小小小小
feeding the 5 , 000 is an event i first organized in 2009 .	五千年 , 我甚至在2008年 , 我開始開始開始了2009年 。
the costs , one cost is of course that you need to keep your partners happy .	價價 , 其中一本 , 當然 , 你需要把你的小組成 。
100 years to the day after the death of alfred nobel himself .	幾年後 , 死於死亡 。
when most scientists talk about sea level rise , they show a plot like this .	當大部分人談到海海中 , 他們看起來像這樣 。
and this is a really interesting trend , is when new power gets powerful , what happens ?	這真的很有趣的是 , 當新興奮的力量 , 發生了什麼 ?
i graduated high school in cleveland , ohio , 1975 .	我很高興的學校 , 喔 , 喔 , 喔 。
by 2030 , more than two thirds of the world's population will live in cities .	在2050年 , 全世界 , 人口人口人口人口會住在城市 。
and so our national accounting system became fixated on what we can produce .	所以我們國家的國家 , 我們也變成了什麼系統 。
everything in my house talks back to me , from my children to my speakers to everything .	在我的房房間 , 我回到我的孩子 , 我從孩子談到一切 。
this was the first thing that pulled him out of what we call waithood .	這是我們所謂的第一件事 , 我們稱之為 「 等等 」 。
i grew up watching star trek . i love star trek .	我長大的星期 , 我愛了星星 。
it's hard to implement highquality , evidencebased education .	很困難 , 比教育、教育、教育 。
so far we've applied for 414 patent claims .	所以 , 我們已經在1988年 。
the patient's in the hospital because they're hurting .	病人在醫院上 , 因為他們在工作 。
fishing also has impacts on broader ecosystems .	魚 , 魚也有影響 。
one man's safety is owing to the destruction of another .	其中一個安全是安全的選擇 。
you arrive late , you're irresponsible .	你的路徑 , 我很容易 。
and whatever number you're thinking of , it probably isn't as bad as this .	不論你認為 , 或許 , 可能是壞事 。
the space on board and the resources would be limited .	空間上 , 空間和空間的空間 。
it's more than one device , you know , it's renewable .	比例來說 , 你知道 , 你知道 , 很可行 。
so i set out to learn more about the psychology of motherhood .	所以我決定要學習更多的生物學 。
