maybe you've thought about them , too .	也許你也想過他們 , 也是 。
and their working together helps our bodies huge entities that they will never see function properly .	他們一起合作 , 協助我們的身體 , 他們永遠不會看到功能 。
like , hearing cb chatter on their radios about girls at nearby exits .	如同 , 聽見鄰近的女孩在附近的部落 , 聽起來是女生 。
so yahli , whatever you decide to do , let every day bring you a new challenge .	所以 , yah , 不論你決定做什麼 , 每天帶你一個新的挑戰 。
and it's a different sort of satisfaction than the quick high of an aha moment .	這是一種不同類型的情形 , 比亞哈頓高峰的高峰時刻 。
there are a lot of web 2 . 0 consultants who make a lot of money .	有很多網站有2.0位成員 , 他們賺了很多錢 。
and so all of these proteins can get basically recycled and used all over again .	所以 , 這些蛋白質基本上可以再次回收和使用 。
it's an evolving artwork , evolving architecture .	它是一種演化藝術家 , 演化建築 。
" maitreya " means love , " the loving one , " in sanskrit .	「 馬里亞 」 意思是 「 愛 」 , 在聖誕節中 , 在聖誕節中 。
in that regard , our apple has not fallen far from the evolutionary tree .	在這個地區 , 我們的蘋果並沒有從演化的樹木下降 。
and i didn't have the chance to tell them how much i appreciated and loved them .	我沒有機會告訴他們我有多感興趣和愛他們 。
and that's , kind of , where i see what my job is and what our team's job is .	而這有點像 , 我看到我的工作和我們的團隊的工作是怎樣的 。
beyond these sorts of things , a medical doctor didn't have a lot that they could do .	除了這些東西 , 醫學醫生沒有很多他們能做的事 。
and it dawned on me that she's trying to feed me a penguin .	對我來說 , 她在企圖餵我一個企鵝 。
and it actually has a growing repertoire of cognitive skills .	實際上 , 它有種認知技能的複製能力 。
posture can even influence your emotional state and your sensitivity to pain .	政治甚至可以影響你的情緒狀態和感官 , 來痛苦 。
and he pointed up to the sky , and he said , " look , do you see that ?	他指出天空 , 他說: 「 看吧 , 你看到了嗎 ?
in my remaining four minutes today , i can offer just a few suggestions .	今天我留下四分鐘 , 我可以提供一些建議 。
at mach 20 , we can fly from new york to long beach in 11 minutes and 20 seconds .	馬上20年 , 我們可以從紐約飛到11分鐘 , 到20秒 , 飛到20秒 。
it's not exactly rocket science . we call this thing eyeinthesea .	它不是很浪漫的科學 , 我們稱之為 「 眼神 」 。
and then what they did was they correlated these ace scores against health outcomes .	然後他們做了什麼 , 他們對健康結果和健康結果有關 。
if you type in , oh say , " emotion and design , " you get 10 pages of results .	如果你說: 「 感情和設計 」 , 你得到10頁的結果 。
why are you still thinking that the lessons of katrina do not apply to flu ? "	為什麼你還在想 , 卡崔娜的教訓不是很幸運 ? 」
bg: question: you are stepping down from your job at the end of the year , after 10 years .	布魯諾:你在一年結束工作 , 十年後就從你的工作中走下來 。
basically , i like computers and biology and somehow , putting that together is a job .	基本上 , 我喜歡電腦和生物學 , 把這組成工作 。
i just put this thing on my site and i'm making 10 , 000 dollars a month .	我把這個網站放在我的網站上 , 我花了1000美元 。
see that chair there ? the orange one ? that's the organic chair . 1940 .	看到這條椅子嗎 ? 橘色是1940年的有機椅子 。
well , there's analog and digital . thought that was appropriate here .	嗯 , 有一種邏輯和數位化 , 認為這很適合 。
i could have family and friends read me material , and i could then read it back as many times as i needed .	我可以有家人和朋友閱讀材料 , 然後我可以把它當作我所需要的很多次 。
april in kabul is beautiful , full of roses , full of flowers .	阿拉伯人是美麗的 , 充滿浪漫的屋頂 。
several could be happening here in the audience right now , and the person next to you might not even know .	現在 , 幾位觀眾可以在這裡發生 , 接下來你可能不知道 。
i called my sister . i called my neighbors . i said , " come dig . "	我叫我的姐妹 , 我叫鄰居 。 我說: 「 來吧 ! 」
dr . alexander said it this way: " i'm used to walking between two cultures .	亞歷山大說: 「 我以前在追蹤兩種文化 。
what would happen if the boys grew up with the same mindset as their fathers before them ?	如果男孩在同一個心中長大 , 會發生什麼事 ?
i've never met a mayor who said to me , " i want my city to be cut off . "	我從來沒有見過一位市長 , 說: 「 我希望我的城市可以被砍掉 。 」
speaking with colum mccann that day , the penny finally dropped .	與哥倫·麥克林說話 , 那天 , 尼泊爾終於乾燥了 。
where you used to see a pest , now think of tasting your future favorite beer .	你以前在哪裡看到森林 , 現在想想你未來最喜歡的啤酒 。
why not just go ahead and tackle the problem as best as you can , in your own way ?	為何不只走路 , 把問題當做最好的方法 , 在你自己的路上 ?
they'd already picked out a name for her , barbara , after her grandmother .	他們已經拿出一個名字 , 巴巴拉 , 她祖母的祖母 。
mr . logan had been in jail 17 years and wrote me a letter .	馬爾 , 邏輯已經17年了 , 寫了一封信 。
it was only a few years ago that i discovered that everything i thought i knew about poverty was wrong .	幾年前 , 我發現我對貧窮的看法是錯的 。
in the case of ian tomlinson , the witnesses were still in london .	在俄國的阿里森 , 野生仍然在倫敦 。
some of them answer in the most enthusiastic and most exciting way you could imagine .	有些人在最謙遜和最令人興奮的方式中回答了 。
there's nothing that ever happens that justifies people taking good hours of the day to be with them .	沒有任何事情發生在正義人每天花好幾個小時 , 才能和他們一起做好幾個小時 。
also like most people in the army , he was at least casually antisemitic .	同時 , 很多人在軍隊中 , 他最常見的抗議 。
john mentioned that i've done some work with murderers , and i have .	約翰提到 , 我和謀殺者一起做一些工作 , 我已經有了 。
embarrassingly enough , i finished up with " if not this , what ?	尷尬的是 , 我用 「 如果不是這樣 」 來完成 , 那會怎麼樣 ?
and you know , a lot of people try to fudge this question , and give answers like this .	你知道 , 很多人試圖解決這個問題 , 來回答這個問題 。
and more recently are you the ones who have gotten the thankyou letters ?	最近你是誰得到了感謝文字的人嗎 ?
and new developments in science are helping us keep better track of drug interactions than ever .	在科學上 , 協助我們保持藥物互動的互動 , 比以前還好 。
and so i thought , " well , damn why aren't we designing for this system ? "	所以我想: 「 嗯 , 我們為什麼不為這個系統設計 ? 」
i just think there have to be reasons that you get up in the morning and you want to live .	我想 , 你早上醒來的理由 , 你想要活下來 。
then there's dozens of people who've taken dozens of photos .	然後有幾位拍攝攝攝攝攝影機的人 。
now this is a social disaster , and liberals are very concerned about this .	這是一個社會災難 , 自由主義者對此感到不關心 。
i learned from sports that disability greatly depends on the rules of the game .	我從運動中學到的 , 對於遊戲的規則的規則是很不可思議的 。
the servos in the front legs , we had to shape those like muscles .	前腿的投票 , 我們必須把那些像肌肉一樣形塑成肌肉 。
and in that nonverbal portion , there's some serious magic .	在這個非法運動中 , 有一些嚴肅的魔法 。
in all of these different institutions , the research and publication process works the same way .	在這些不同的機構中 , 研究和公共過程也一樣 。
she watched the steel mills close and white flight to suburban developments .	她看了鋼鐵 , 靠近近和白天飛機 , 到郊區發展 。
when it comes to longevity there is no short term fix in a pill or anything else .	長久以來 , 它沒有短暫的詞 , 或是其他東西 。
and it worked for our grandparents , our parents , and it's going to work for us .	為了我們的祖父母 , 我們的父母 , 我們的父母 , 會為我們工作 。
i assessed how long they were going to stay and how much it would take to feed them .	我覺得他們會留下多少時間 , 會留下來 , 花多少時間去餵養牠們 。
i want to end with a poem by an american poet called lucille clifton .	我想要結束一個美國詩歌 , 叫做 「 luciston 」 的詩 。
in the year she had the jeep , she saved 4 , 500 girls from being cut .	去年 , 她有耶穌 , 她拯救了4500個女孩 。
so now you've seen how vital plankton are to our lives and how much we need them .	所以 , 現在你已經看過維京植物是如何到我們生活中 , 我們需要多少 。
this is the sort of question advertisers have always asked , and there are no easy answers .	這是一個問題 , 廣告者總是被問 , 沒有簡單的答案 。
i took a side trip to the american museum , and i never recovered .	我拿了一副試圖去美國博物館 , 我從來沒有再過 。
during the dieoff of the gharial we did galvanize a lot of action .	在迦納的飲食中 , 我們做了很多行動 。
many kids in the world can't go to school because they have to go beg and find a meal .	世界上許多孩子都不能去學校 , 因為他們必須去上學 , 找到醫院 。
that is , that it is one single , powerful , deterministic gene that causes the autism .	這是一個強大、強大、強大的基因 , 導致自閉症 。
now , the way this works in the system is that nobody ever looks at these signs .	現在 , 這個系統的運作方式是 , 沒有人看過這些訊號 。
the result has been , over the years , the expenditure has increased with volumes .	結果是 , 過去幾年 , 昂貴的增加了禿鷹 。
i mean , look: if you can show instead of just describing , that problem goes away .	我的意思是 , 如果你能展示出 , 而不是只在描述 , 那問題就走了 。
except , online , the digital technologies are not just ads .	除了 , 在網路上 , 數位科技不僅是dna 。
and this led him to propose that material as a new material for intraocular lenses .	而這引領了他提出的材料 , 作為一個新的材料 。
but there are more important things that are already occurring: embryo screening .	但有更多重要的事 , 已經發生了:胚胎螢幕 。
they stimulated her gums with a toothpick , to see if that was doing it .	他們用牙齒來刺激她的腸子 , 去看 , 如果這樣做 。
i guess you could say , he's an alpha male who's gentle .	我想你們可以說 , 他是一位女士 , 他是一位女士 。
these particles are not uniquely identified by their six charges .	這些粒子並不獨特地被六個角色所組成 。
it was the greed and recklessness that led to the drilling explosion .	它是長大且無畏的 , 導致爆炸爆炸 。
and that immediately made us think , my goodness , where is there a case like this ?	基本上 , 這會讓我們想到 , 我的好處在哪裡有這樣的情況呢 ?
i had to take multiple inputs , i had to process them , and i had to understand the system to win .	我必須用多種輸入 , 我得要處理它們 , 我必須了解系統能贏得 。
one is because i'm pretty aggressive , and i try and find , you know , opportunities .	第一點是 , 因為我很有創意 , 我試圖找到 , 機會 。
[i can investigate my local problem] but my students in hong kong are hyperconnected kids .	【能調查我的當地問題 , 但我的學生 , 韓國是很高的兒童 。
and we just went out and looked at other people's collections and we found one that has sort of 15 teeth .	我們剛出去 , 看著其他人的集體 , 我們發現有15個牙齒 。
so we could think of adding on different , new sensory capacities and mental faculties .	所以 , 我們可以在不同的、新感官、新感知能力和心理障礙上思考 。
and it's not that national and international peacebuilding isn't necessary .	不是國家和國際公共建設不必要 。
as we communicate our message , we receive feedback from the other party .	當我們溝通我們的訊息時 , 我們收到其他部分的回饋 。
and finally , i'd like to leave you with a glimpse that takes us back to the world of imagery .	終於 , 我想要留給各位一個玻璃 , 帶著我們回到圖像的世界 。
now that is pretty authoritarian , and that's something i'm very much critical of .	這是非常真實的權利主義者 , 這是我非常重要的 。
they take iron and manganese minerals within the bedrock and they oxidize them .	他們把鐵和牛奶放在床上 , 把它們丟到床上 , 把它們丟掉 。
in another decade , joe will be released from wormwood scrubs .	在另一十年內 , 約翰會從wormwordwrustttrerererererewrustttttttrustttrerererere
we've painted only the first brushstrokes in our neural portrait of the human mind .	我們只在我們的神經肖像上畫出第一張棕色的畫面 。
i can't go back to my area it's more than 1 , 000 kilometers [away] .	我不能回到我的位置 , 超過1萬公里遠超過1萬公里 。
this was a grassroots organization , and i was recruited to be a volunteer .	這是一個很棒的組織 , 我被重新定義為志願者 。
see , frontline exploratory science does not happen as much in politically unstable territories .	看 , 在線上探索科學並沒有在政治上發生 。
so , for example , here on the left we can see a snowflake as it would appear in nature .	舉個例子 , 左邊的左邊 , 我們可以看到大自然的衝突 。
so i didn't know any of this , and we got a presentation that had an agenda , looked like this .	所以 , 我不知道這一切 , 我們有一場演說 , 看起來像這樣 。
these people are reaching thousands , if not millions , of readers , and that's incredibly important .	這些人在接觸數千萬個讀者 , 如果沒有數百萬讀者 , 那很重要 。
proximate selfsimilarity . and that accounts for this phenomenon .	自閉症自閉症 , 對於這個現象的現象 。
pause the video on the following screen to examine your clues and solve the riddle .	把影片放到螢幕上 , 來探索你的肺部 , 並解決原則 。
and possibly eukaryotic cells , those that we have , are possible within a decade .	可能是非常普遍的細胞 , 我們在十年內 , 可能發生在十年內 。
surveillance means government collection and use of private and sensitive data about us .	監控意味著政府收集和私人資料 , 使用私人和感知資料 。
at the same time , we need to be really creative in thinking of solutions to be able to help reduce these problems .	同時 , 我們必須在思考解決方案中真正創造力 , 才能協助減少這些問題 。
they don't like that . they think it's crank . i don't think it's crank .	他們不喜歡這一點 , 他們認為是crank 。 我不認為它是crank 。
but then a couple of years later , when i was a company commander , i went out to the national training center .	但幾年後 , 我是個公司商人 , 我走出國家訓練中心 。
the next one is i froze myself in a block of ice for three days and three nights in new york city .	下一個是 , 我自己在紐約的冰層三天 , 在紐約市裡 , 三天晚上 , 三個晚上 。
the other bummer going on here is that we're quickly moving all the drugs we take into our waterways .	這裡還有另一個消費者很快地搬到我們的水道上 。
what happens is , you take pictures as the earth rotates , you get a fan across the sky .	發生了什麼事 , 你把照片視為地球火星 , 穿過天空 。
but now they can stay in the country and work on different building sites and earn money to feed their family .	但現在 , 他們可以繼續在國家工作 , 並在不同的建築物上工作 , 來餵養他們的家人 。
shortly after that i got invited to speak at the convention of the people who make balloon animals .	很快地 , 我邀請去談談那些製造氣球動物的人 。
every time there was a surgery that failed , i was left with a little less flesh and bone .	每次 , 失敗的手術每次都沒有 , 我就留下了一台小小小型的閃爍和骨頭 。
the name of the book is " islam without extremes: a muslim case for liberty . "	書名的名字是 「 伊斯蘭 」 , 沒有極端的案例: 「 伊斯蘭 」 。
microscopy , the standard who procedure , reaches from 40 to 60 percent reliability .	顯微鏡 , 指標標標 , 從40%到60%到60% 。
it might take high concentrations of antibodies against multiple parasite proteins .	它可能會讓抗體對抗多種蛋白質的抗生素 。
so thompson had discovered the first subatomic particle , which we now call electrons .	所以 , 攝影師發現了最初的粒子粒子 , 現在我們稱之為電子 。
when groups move to different places , over time , their ways of speaking grow apart , just like everything else about them .	當團體搬到不同的地方時 , 隨著時間 , 他們說的成長方式 , 就像其他東西一樣 。
it's not about the fish ; it's not about the pollution ; it's not about the climate change .	它不是魚 , 而是污染 , 而是氣候變遷不是氣候變遷 。
this was one of the biggest buyback programs in history but we also suffered some setbacks .	這是歷史上最偉大的購買計畫之一 , 但我們也受到了一些混亂 。
ynh: for many centuries , even thousands of years , patriotism worked quite well .	yn:很多世紀 , 甚至數千年 , 巴里斯主義很有效 。
and the marimba , for everybody like me , it was this huge , wooden xylophone .	馬拉巴 , 對我來說 , 這對我來說是很大的 , 哇 !
the principal says , " i don't train them . we leave them on top of the roof .	原則說: 「 我不訓練他們 , 我們把它們放在屋頂上 。
my wife and family were in japan , and as the news started to come in , i was panicking .	我太太太太太太太太太太太好了 , 身為日本的新家人 , 我開始很忙 。
and to keep the many from tyrannizing the one , we came up with concepts like individual liberty .	為了讓許多人脫離一個 , 我們得到了像個體自由的概念 。
you not only get better focus and attention , but the volume of the hippocampus increases as well .	你不只把焦點放在注意力上 , 但希格拉克的革命會增加 。
and every single person who walks into his office hears the whole story of how this thing ended up on his desk .	每一位走進他的辦公室聽見了整個故事 , 在他的桌面上 , 聽起來是如何結束的 。
actually , that's not quite true it takes one more step for this level of violence to reign .	實際上 , 這不是真的 , 它需要一個更有效的步驟 , 來重新思考 。
so he's a religious figure , as rattray would have said , as well as a political figure .	所以 , 他是宗教的 , 身為種族歧視會說 , 就如同一個政治人所說的 。
you didn't have the opportunity to choose between 1 , 000 people on a dating site .	你沒有機會去選擇一萬人在跳舞網站之間的機會 。
jenipher answered a few questions on her phone and she gave us access to a few key data points on her device .	珍妮佛回答了幾個問題 , 她給了我們一些關鍵資料點 , 在她的裝置上 。
do they ? i don't feel we can sing that song again in church , after what's happened .	他們會這樣做 ? 我不覺得我們可以再次在教堂上唱歌 , 之後發生了什麼事 。
now , using a cuttingedge piece of technology that's not really meant for the oceans is not always easy .	現在 , 用一種很可愛的科技 , 這並不意味著海洋並不容易 。
and people would look at him blankly and say , " what are you talking about ? craziness . "	人們會看著他說: 「 你在談什麼 ? 瘋狂 。 」
2015 is a year that is similar in its importance to 1945 , with similar challenges and similar potential .	2015年 , 與1945年的重要性相似的挑戰和類似的挑戰 。
there's a tech startup in shenzhen that grew to 300 , 000 students in just one year .	有一家科技創作家 , 在那裡 , 在一年內 , 成長了300萬個學生 。
people are saying that it's moving from the idea of the dream home to the dream neighborhood .	人們說 , 從夢想的角度移動到夢想的鄰居 。
we have a model by which kids can speak english and understand english in three month's time .	我們有一種模型 , 孩子們能在三個月內說英語和理解英語 。
and now today , just a half a century later , detroit is the poster child for urban decay .	今天 , 只有半個世紀後 , 毀滅是城市衰退的孩子 。
what you see here is the audio result no learning whatsoever and the video result no learning whatsoever .	你所看到的是 , 無論如何 , 結果沒有學習什麼和影片結果 , 結果卻沒有學習什麼 。
he had a website , la blogothèque , dedicated to independent music .	他有個網站 , 拉斯特 , 很獨特的音樂 。
this is extraordinary . because rice get this rice is known to have 38 thousand genes .	這很不凡 , 因為價格被稱為38千個基因 。
and i had to call up my mother every other day saying , " no , mum , it's fine , fine .	我每天都會打電話給我媽媽說: 「 不 , 嗯 , 嗯 , 嗯 , 沒錯 , 沒錯 。
little did i know that i would be part of a technological revolution that would make that dream come true .	小時候我知道我會成為一個科技革命的一部分 , 會讓夢想變得真實 。
in october 2010 , the justice league of america will be teaming up with the 99 .	在2010年十月 , 美國總署會和9999日合作 。
in 1921 , in one night , tulsa experienced the worst race riot in american history .	1921年 , 在一晚 , 土耳其經歷了美國歷史最糟糕的種族 。
and i said , " you mean , like a cave ? " and she said , " yeah , like a cave . "	我說: 「 你說 , 像個洞穴嗎 ? 」 她說: 「 是的 , 像貓一樣 。 」
we now have a baseline measure of honey , honey dna from before and after the storm .	我們現在有一台平線測量蜜蜂 , 荷爾蒙dna在儲存器後的dna 。
it's about 150 million people , roughly , which is more than the entire population of russia .	大約有1500萬人 , 大約是俄國的人口 。
but fairness is a risk worth taking , so we should be asking ourselves , where can we take this risk ?	但公平是冒險的風險 , 所以我們應該要問自己 , 我們能把風險帶到哪裡 ?
you're probably thinking , " wow , that sounds like a pretty sexist , racist person , " right ?	你可能會想: 「 哇 , 聽起來像個非常性別主義者 , 種族主義者 , 「 對嗎 ? 」
now , being a fashion lover , i've known this forever , but scientists actually have a name for it .	現在 , 身為一個宗教愛者 , 我已經知道了 , 但科學家真的有名名字 。
it is . it's just stuck in this position , so i have to wear a twoinch heel .	它只是在這個位置 , 所以我必須穿著兩個英雄 。
i didn't want to tell him that , initially , because i thought this was too ridiculous .	我不想告訴他 , 基本上 , 因為我認為這太荒謬了 。
one of your cousins is ezra cornell , founder of cornell university .	其中一個珊瑚是伊拉克 , 找到了玉米大學的核心 。
it's not my idea , other people have hit on it , but i've tried to take it to some new places .	它不是我的主意 , 其他人在上面撞了 , 但我試著把它帶到一些新的地方 。
and for that one moment , that one image i asked them , " would you guys just kiss for this one picture ? "	在那一刻 , 我問他們: 「 妳會為這張照片做個圖片嗎 ? 」
ladies and gentlemen , at ted we talk a lot about leadership and how to make a movement .	女士們 , 在ted演講中 , 我們談到很多關於領導和如何做出運動 。
last year however , this fight became much more personal when my wife was diagnosed with breast cancer .	去年 , 這場戰鬥變得更個人 , 當我妻子被診斷出乳癌 。
some early gay activists were actually directly inspired by the march , and some had taken part .	有些早期的同性戀活動家其實是火星的靈感 , 有些部分都被派對了 。
it wasn't until the first guy shows up the next day and they ask him , " where did you get your number ? "	直到第一天 , 他們問他: 「 你在哪裡得到你的數字 ? 」
so i tried to figure out what other way could we try to make costeffective solar electricity .	所以 , 我試著找出其他方法 , 我們試圖讓太陽能電力電力產生效率 。
and so kind of thinking about scale , my most recent obsession is actually with glaciers of course .	所以 , 想想規模 , 我的最近期的觀察其實是用魅惑的角度來思考 。
and i'm not talking about losing diversity in the same way that you lose your car keys .	我不是在跟你失去車鑰匙的多樣性 。
sometimes i heard laughter and then screaming and crying and then noise that i had never heard .	有時我聽過笑聲 , 然後哭泣 , 然後我從未聽過的聲音 。
and it's in the most schematic possible view , it's a coordination problem , right ?	在最重要的觀點中 , 它是一個協調的問題 , 對吧 ?
that's partly because , well , we tend to confuse arrogance and confidence .	這部分是因為 , 我們傾向於對抗爭和信心 。
and most of these negative comments were passing remarks or assumptions .	而這些負面的收入都被傳遞了 , 或是假設 。
it basically shows the percentage of people who indicated they would be interested in donating their organs .	基本上 , 顯示他們在捐贈器官的百分之十的人 , 他們對捐贈器官有興趣 。
they're the kind of numbers you can find released in reports by city agencies .	他們是城市機構的數量 , 被城市機構所釋放的數據 。
the reason i'm waving with my left hand is because on the right hand is the emergency cutaway .	我把左手抓住 , 因為右邊是緊急的剪刀 。
but what you had was a partnership and a dialogue , and the dialogue has broken down .	但 , 你有一間同事和同事 , 同事們已經破壞了 。
we have to move from bricksandmortar school buildings to digital dormitories .	我們必須從brick的學校搬到數位醫院 , 到數位醫院 。
in contrast , it only took 13 years for most of us to have smartphones .	相反地 , 花了13年的時間 , 我們大部分人都能擁有智慧手機 。
the incidence of malaria is about a couple of [million] people get infected every year .	瘧疾每年都受到感染的影響 。
aquay wunne kesuk . kelsey leonard nooweesuonk .	平方的膝蓋
and so the tricky thing is , right now in the us , most schools are run by a local school board .	所以 , 在美國 , 大部分學校都是由當地學校董事所運作的 。
if we were to have to do it again the same way as with our first , we might stick with one kid . "	如果我們必須再次做同樣的方法 , 我們可能會用一個孩子來做同樣的事 。 」
i came up with a pyramid eventually , that i don't have the time to go on that .	直到最後 , 我沒有時間去做這件事 。
the national portrait gallery is the place dedicated to presenting great american lives , amazing people .	全國的肖像是要展示偉大的美國生活 , 很棒的人 。
and cape cod , there are idyllic roads , and all of us can drive in this room .	收到大學 , 有幻覺的道路 , 我們都能在房間開車 。
and i can think of no better community to arm with a new means of selfexpression than those protecting our country .	我可以想 , 沒有更好的社群 , 用一種新的自我表達 , 比那些保護我們的國家還要好 。
our 27 percent obesity rate is high even for this country , and diabetes comes with it .	我們27%的肥胖比這個國家更高 , 且糖尿病會出現 。
now , i'm at the keyboard on the left , and this is actually the first time that we tried this .	現在 , 我在左邊的關鍵標準 , 這是我們第一次嘗試的 。
joe kraus says , " persistence is the number one reason for our success . "	約翰克斯說: 「 觀點是成功的原因之一 。 」
and charlton heston is made of a floating fiber , which i took out of the air .	查爾頓頓頓頓頓是一棟漂浮的纖維 , 我從空氣中拿出來的 。
he didn't recognize that at the time , and he contracted leukemia .	他沒有意識到那時 , 他沒有意識到 , 他會吸引了葉子 。
we want to accelerate adoption of sustainable building and development practices .	我們想要接受永續的建設和發展基礎 。
we were challenging centuriesold customs in those communities .	我們在這些社區中挑戰了幾世紀的產業 。
if you can't get absolute silence , go for quiet , that's absolutely fine .	如果你不能完全沉默 , 去安靜 , 那絕對是很棒的 。
now , you may have trouble imagining an energy field , but we've all experienced one .	現在 , 你可能有麻煩的電場 , 但我們都經歷過一個體驗 。
and hopefully we'll be able to use this to discover more truth , and more beauty .	希望我們能用這個方法來找到更多真相 , 更美的美麗 。
and whether you become happy or not depends in part on whether you occupy a happy patch .	無論你變得快樂或不依賴在你身上 , 不論你會發生快樂的專利條件 。
but at the same time , conservation biologists are realizing that bad news bums people out .	但同時 , 保守生物學家也意識到 , 壞消息是壞消息 。
i want to tell you a story that emphasizes a core cause of the ongoing conflict .	我想告訴各位一個故事 , 促進衝突造成衝突的核心 。
so i said to them why don't we work with poetry , if they knew what poetry was .	所以 , 我對他們說 , 我們為什麼不用詩 , 如果他們知道詩詩是什麼 。
we have the ability now , and maybe the moral obligation , to repair some of the damage .	我們現在有能力 , 也許道德的觀察 , 來重複一些損傷 。
so those are all the jobs that are growing , and those are jobs that women tend to do .	這些都是成長的工作 , 而這些工作都是女性傾向做的事 。
policymaking is an effort to freeze and perpetuate a particular flow of power .	政策是免費的 , 與權力的權力相互作用 。
when people don't take their pills , when people don't follow doctors' orders these are behavior problems .	當人們不用藥 , 當人們不遵守醫生 , 這些都是行為問題 。
and basically , the shape appears largely because of a kind of a firstmover advantage .	基本上 , 形狀很大 , 因為一種平凡的優勢 。
we had one operation where we had to coordinate it from multiple locations .	我們有一種選擇 , 我們必須從多種地方合作 , 來合作 。
em: but you'll tell me if it ever starts getting genuinely insane , right ?	愛鸚斯坦:但你會告訴我 , 如果它始終開始變得很獨立 , 對吧 ?
all of the equipment , she worked her way through and made sure she had everything she needed at the bedside .	所有的設備 , 她透過她工作的方式 , 確保她有所需要的一切 。
the most recent , the permian , was thought to have been an impact because of this beautiful structure on the right .	最近 , 海馬人 , 被認為是對的結構 , 因為這個美麗結構是對的 。
they are unique answers to that fundamental question: what does it mean to be human and alive ?	他們是獨特的答案: 「 基本的問題是什麼 ? 」 是什麼意思 ?
woman: we saw the men trying to push the soldiers , but none of them could do that .	女人:我們看到男人試圖把士兵移除 , 但沒辦法這麼做 。
astrology , for instance: like many rationalists , i'm a pisces .	例如 , 許多理由主義者 , 我是個豬 。
it produces all of the bounding boxes and class probabilities simultaneously .	它產生了所有周圍的盒子和教室 。
and that life enjoys a threedimensional existence , which is alien to us .	而這生命享受了一種三維的存在 , 它是外星人 。
readers don't want to pay for yesterday's news , and advertisers follow them .	讀者不想付錢 , 昨天的新聞 , 和廣告追蹤他們 。
i apologize profusely and i ask them to stand guard outside my cubicle door .	我很幸運地說 , 我要求他們站在我的文件上 。
last year , it was already as expensive to produce in brazil as to produce in france .	去年 , 巴西已經在巴西生產了非常昂貴的產物 。
this is a geomantic chart drawn for king richard ii in 1390 .	這是一個巨大的地理圖圖 , 在1390年代 , 為國王繪畫 。
and as a gesture of good faith , i said i'd wash the pots as well .	身為一個優秀的信仰 , 我說 , 我也是詩人 。
i'm here to talk to you about how we take vultures for granted in forensic science .	我來談談 , 我們如何把禿鷹放在外星科學上 。
like other maasai girls , i was engaged from a very young age to be married .	像其他的馬里亞女孩一樣 , 我從一個非常年輕的年齡開始被嫁給婚姻 。
his parents disowned him and accused him of bringing great shame to the royal family .	他的父母離開了他 , 記住他 , 帶著他到羅馬家庭的偉大羞恥 。
so let me tell you a story about an instance where we moved away from this conservatism .	所以 , 讓我告訴各位一個故事 , 我們從這場災難中移除的故事 。
what can you say to help free the prisoners without incurring the dictator's wrath ?	你能說什麼能幫助囚犯 , 不管是指導者的翅膀嗎 ?
and he told me , " biosignatures , we need to look for a biosignature . "	他告訴我: 「 生物移民 , 我們需要尋找生物移民 。 」
current research from the world health organization puts global spending on health at 7 . 8 trillion dollars .	全球衛生組織將全球花在七十八兆美元的健康組織中 , 全球花費在健康工作上 。
because i was afraid that they would question my capacity to manage and i'd lose my job .	因為我害怕 , 他們會問我的能力 , 我失去我的職務 。
they believe they can rely on their families , so that makes them more likely to take certain risks .	他們相信他們能仰賴他們的家庭 , 這樣使他們更有可能冒險 。
if you pollute here , it's going to affect it when the rain comes to my country .	如果你來這裡 , 會影響到雨林來到我的國家 。
and those naysayers , let's just talk a couple of stats , shall we ?	那些奈米人 , 咱們來談一些雕像、鞋子 ?
in 1972 , president nixon vetoed the rehabilitation act .	在1972年 , 總統尼克森發明了新的偏見活動 。
narcissism also seems to be higher in cultures that value individuality and selfpromotion .	奈米主義似乎更高 , 在文化中 , 價值觀和自我改造中 。
so quickly , i'd like to just say , this is the love of my life , my daughter jay .	很快 , 我想說 , 這是我人生的愛 , 我女兒的愛 。
and in this business of trying to make everyone happy all the time , girls become afraid to make decisions .	在這個工作中 , 試著讓每個人開心 , 女孩變成決策 。
so as best as we could , over the phone with the er doctor , we come up with an assessment .	所以當我們能用手術醫生來電話時 , 我們就拿著一台設備 。
i watched the light go out from her eyes , and that light sparked joy in our classroom .	我看著光從她的眼睛從她的眼睛走出來 , 那個光線在我們的教室裡 。
he said gdp " measures everything in short , except that which makes life worthwhile . "	他說: 「 簡單來說 , 測量所有東西 , 除了讓生命變得更糟 。 」
we've gone through some tough times and it's only made it stronger . gg: stronger .	我們已經經歷了一些艱難的時間 , 只能讓它變得更強壯 。
much more important , it was the first multicultural , multifaith state on a huge scale .	更重要的是 , 它是最初的文化、多元的國家 。
and that can tell you things like where malaria might spread , and you can make predictions with it .	這可以告訴你瘧疾可能在哪裡散播 , 你可以用它來預測 。
in this new place that we are , we're going to be asked to do things that we don't want to do .	在這個新地方 , 我們會要求做些我們不想做的事 。
i've got kids who are mathematically and conversationally intimidated joining the conversation .	我有小孩 , 數學上是數學和對話的人 , 很受害的對話 。
she had forgotten to make that clear earlier because she assumed it was . . . obvious .	她忘了這一點 , 因為她假設它是很明顯的 。
then it's important to aerate the topsoil and leave it loosely packed on the surface .	接著 , 它非常重要的是 , 把瓶子放在表面上 , 把它放在地表上 。
