maybe you've thought about them , too .	或許你認為 , 太多了 。
and a few moments later , we are beyond ed witten .	幾秒後 , 我們很幸運 。
but we can do this , and there are opportunities to make this work .	但我們能做這件事 , 也有機會讓這個工作變得機會 。
yet , how many times have you heard a man ashamed about something like this ?	但 , 很多時候 , 你聽過一個人 , 像這樣 ?
so she asked , " eat what ? do you want to eat ice cream ?	她問: 「 吃什麼 ? 你想要吃什麼 ? 」
now , in any case , animals are not going to grieve exactly like we do .	在任何情況下 , 動物並不會把我們做好 。
so it only felt fitting that aiva would compose music for this moment .	所以 , 一刻 , 一瞬間的音樂會選擇音樂 。
" but coach , those people are really important and smart . "	「 珊瑚 , 那些人真的非常重要 。 」
it will appear , certainly , in many more middle eastern stories .	它會應用程式 , 很多中東的故事 。
as developers , we dream the different causes and then we program the different effects .	發展者 , 我們夢想 , 我們夢想和不同的效果 。
and the actual goal of the institution goes to two through n .	演化的目標是要透過兩個國家 。
today , i challenge you to help a young child experience multiculturalism .	今天 , 我挑戰你們一個年輕的經驗 。
so for five minutes , nothing , and this is worse than being heckled .	所以 , 五分鐘 , 不論是他被迫害 。
we live in the right time , even if it doesn't always feel like it . "	我們生活在右邊 , 即使沒有感覺 。 」
and help in this case didn't come from the outside , it actually came from within .	在這個案例中 , 沒有來自外面的幫助 。
this remarkable story is a case study in the power of teaming .	可思議的故事是團隊的研究 。
ws: last move pull it down , right and left , right and left .	糟糕:最後 , 左邊 , 左邊 , 左邊 。
but if any of you people ask , " what actually goes up ? does anything go up ?	但如果有人問: 「 什麼 ? 」
brian skerry took this shot . thanks , brian .	布魯克·克克克·克里斯·克里斯.
he said , " good artists copy . great artists steal . "	他說: 「 好的藝術家 。 」
we're building telescopes that are looking for the threat .	我們建造的技術 。
there are all sorts of things that are in it for the institution .	各樣的事物都有各種東西 。
and i think that's really what architecture is based on .	我覺得 , 建築物是基於基礎的 。
and they have big cities , and the cities are all dependent on oil .	他們有大城市的城市 , 城市都都很大 。
it's called the trilliondollar stimulus package .	它叫做 「 電池 」 的技巧 。
i don't always know why i take photographs of things .	我不知道我要把我帶到的東西 。
this is a view of the earth now , if we extract a lot of it .	這個觀點是地球的觀點 。
these clouds form in the region of mountains .	這些雲層形成的形式 。
we've built a crowd map , we've built ushahidi .	我們建立了一整整張圖片 , 我們建造了我們 。
so i'm here to tell you a story of success from africa .	我在這裡告訴你們一個成功的故事 。
so i did actually a calculation , being in california .	所以我做了一個計算的計算 , 被加州 。
two answers ? there may possibly be a third alternative .	第二個答案呢 ? 可能有第三種選擇 。
ultimately , that , i think , is what will make the change .	最終 , 我認為 , 我認為 , 什麼會改變 。
no , it's the speed of urbanization that matters .	無論是 , 重點是很重要的 。
but we needed to do it , and we needed to use twitter also .	但我們需要做它 , 我們需要使用它 。
it wasn't luck , and it wasn't because it was us .	不幸的是 , 不是我們 。
and on other days , we would read together , we would read poetry .	另一天 , 我們會一起閱讀 , 我們會閱讀 。
it's also a massive saving of resources .	它也是一個大量的資源 。
i think this sentiment is particularly relevant to science education .	我覺得這句話是特別的教育 。
that's my brother malcolm there on the right .	這是我的兄弟弟弟弟的兄弟 。
today what we have is basically a brown carbon marketplace .	今天我們基本上 , 基本上 , 基本上 ,
and there was no argument , because it's incentive .	那裡沒有評論 , 因為它在最近 。
so , i've witnessed the struggle firsthand .	所以 , 我很幸運的是 , 首先 。
but next i would like to activate the streaming of the video .	但接下來我想要參與影片 。
the good teams stream it in a way that the players can use .	好的團隊在玩家裡 , 玩家可以用 。
fund the infrastructure . fund the schools .	基本上 , 學校的基礎 。
but loneliness is defined purely subjectively .	但 , 宗教是絕對的 。
you know , most people are terrified of snakes .	你知道 , 大部分的人都被犯罪 。
films can serve as a conveyor belt for hope .	電影能讓希望能成為希望的希望 。
this is out at whale camp , on the arctic ocean .	這是在鯨魚身上 , 海洋的海藻 。
our family becomes a pocket of revolutionary love .	我們的家庭變成革命 。
so , unfolded it's about 300 linear feet .	所以 , 除了300條線 。
but at the heart of this , is the offshore banking network .	但在這個心臟的心臟 。
so i ask these questions by way of a few generations of struggle .	我問這些問題是少數代的 。
" i write these stinking license , " which i do .	「 我寫了這些文件 , 我做了 。 」
chemists are trying to study the molecules to look at disease .	化學學家正在研究分子分子的分子 。
but i knew my story wasn't over , that it couldn't be over .	但我知道我的故事並不是被忽視了 。
so we spent five weeks rebuilding the church .	所以我們花了五週五週的時間 。
i'll take you back here to the galapagos islands .	我現在要回到銀河系 。
we've pulled all the personally identifiable information .	我們把所有個人的信息 。
rb: it's about 25 billion dollars now , in total .	第5億美金是25億美元 。
let's leave room for human intuition and human skills .	咱們離開人權 , 人類的技能 。
maybe we shouldn't wait for the 10 or 15 years for this to happen .	也許我們不應該等待10或15年 。
i choose poetry because it's so visceral .	我選擇政治 , 因為它是如此 。
no , it's not , because he is not telling them what to do .	不 , 不是 , 因為他不是告訴他們什麼 。
your speed is zero relative to your easy chair .	你的速度是0.0.0.
that's 80 percent of the people who need treatment in this area .	這裡有80%的人需要治療 。
take a minute and think of yourself as the leader of a country .	拿一分鐘 , 想想自己身為國家領導者 。
they don't take 30minute hot showers every morning .	他們不會花30分鐘 。
first , lying online can be very dangerous , right ?	首先 , 網路可以非常危險 , 對吧 ?
it can be pretty bothersome . when is rush hour exactly ?	它可以是兩種不同的生態 。
so the most important thing is to get people to articulate their models .	最重要的是 , 要讓人們了解他們的模型 。
repeated phrases are assembled into themes .	複製的圖片是把它們分成 。
but over the last decade , progress has stalled .	但過去十年 , 進步 , 進步 。
fail to help , and we show we have no moral compass at all .	失敗 , 我們展示了 , 我們展示了沒有道德的競爭 。
and as soon as that happened , the birds started moving in .	一旦發生了 , 鳥開始移動 。
once you've made it , the installation is quite easy .	一旦你做了 , 細菌非常容易 。
to him , being paid would have meant being a mercenary .	為了他來說 , 馬上是一名商品 。
regina was equally as brilliant , but active .	dna的dna是英雄的 , 但運動是正常的 。
people will continue and should continue to learn everything there is to know about something or other .	人們會繼續學習一切 , 應該要知道什麼 。
beyond that , i didn't see anyone for 10 weeks .	很快地 , 我沒有看到任何人 。
my official opinion is that he does not look depressed .	我的注意力是他看不到的 。
it was a background star or galaxy , something like that .	它是一顆星星星或星系 , 像這樣 。
and when i edit , those are the themes that i start with .	當我把它們當作時 , 那些是我開始的 。
and believe me , without my village , i wouldn't be here .	相信我 , 沒有我的村莊 , 我不會在這裡 。
congrats , cyril . great stuff . oh wow .	相反地 , 網站很棒 。
and fishermen ignored it until the late 1970s .	在1970年代 , 直到1970年代 。
which separations were mixed up to make those pictures ?	這張圖片被釋放出這些照片嗎 ?
they said , you want to know who we are , you have to come experience us .	他們說 , 你想要知道誰 , 你必須經歷過我們 。
and everybody's a narrator , because everybody has a story to tell .	每個人都是奈米人 , 因為每個人都有故事 。
and i'm sure ross can associate that with design .	我確定的路徑可以與設計一樣 。
we want to know about what other people do we're interested in it .	我們想要知道其他人做什麼 。
i didn't like to play them , i didn't like to watch them .	我不喜歡玩遊戲 , 我不喜歡看著他們 。
there's no nutrients there that were used up long ago .	沒有長期的農夫 , 以前以前以前以前以前都沒有 。
because we want 30 million years worth of fusion power for the earth .	因為我們想要30萬年的力量 。
and we use conversations with each other to learn how to have conversations with ourselves .	我們用彼此學習如何與彼此互動 。
i think kids are the best audience for serious literary fiction .	我覺得孩子是最好的觀眾 。
sixteen years later , you'd probably say the opposite .	六年後 , 你可能說 , 相反 。
not just for a month or for a quarter but for years .	不僅僅僅僅僅僅是平等的 。
now , as it turns out , this is not that alien of a problem .	結果發現 , 這不是問題 。
man 2: never had scientists been put under such pressure and demand .	男人2:從來沒有科學家被放棄這種壓力 。
they have about 220 , 000 subscribers on youtube .	他們有大約2萬個原子 。
are your assumptions valid and supported by facts ?	你的假設是你的假設和支持 ?
not going back very far in time , 1990 , that's our office .	在1990年代 , 1990年代 , 我們辦公室 。
we used to think the earth is flat , because it looks that way .	我們習慣認為地球是極端的 , 因為它看起來是如此 。
this was the first time i heard that people in my country were suffering .	這是我第一次聽過的人們在我的國家 。
" aspirin may reduce risk of heart attacks . "	「 愛滋病可能減少心臟的風險 。 」
and he used crowdfunding to power a campaign .	他用 「 民民 」 的力量 。
for obvious reasons , it doesn't seem that old anymore to me .	很顯然 , 它並不像我 。
this dude ran down on me and asked me when i was going to perform .	這是我和我一起表演時 , 我問我 。
packaging that changes color when your milk's gone off .	想像一下 , 改變了顏色的顏色 。
i mean , nearly 100 percent . yeah , by sharing needles .	我的意思是 , 近100% 。
how their walking sticks kept the flames alive ?	他們如何走路 , 牠們會怎麼走 ?
that's what i was doing at the start and it was a nightmare .	這是我在開始做的事 , 一晚是一晚的 。
if we do it's costing us a billion dollars a day for oil .	如果我們做成一億美元 。
so again , this didn't come because of any sort of hightech solution .	又一次 , 這不是很高的解決方案 。
then i would finally be able to explain to my mother my art with real numbers .	然後我終於可以解釋我的母親和真實的藝術 。
but life found a way , and there are organisms now that live on land .	但生命發現 , 生活在地球上有機體 。
so sometimes it can take six months to get the results back to the farmer .	所以 , 有六個月可以拿到農業 。
everyone complains that we're adding so many features .	所有我們在加入許多位置 。
" i've been trying to contact you since yesterday . "	「 我從昨天 , 我一直試著跟你一樣 。 」
and it was an incredibly thing , working with the u . n .	這是一個非常令人興奮的事 , 與美國一起工作 。
so even though it's a global company , they take a very local approach .	儘管是全球公司公司的公司 , 他們需要一個非常當地的方法 。
that was after we finished mapping the entire human genome .	我們完成了整個基因組的地圖 。
i cannot and i will not pull up the ladder behind me .	我不能把我丟在後面 。
" no , no , no ! it should be the incredibles . "	「 不 , 沒有 ! 不要 ! 」
we have environmental racism . we have police brutality .	我們有環境種族主義 。
from the moment i heard that i thought , " this is our call to action .	我聽到我的想法: 「 這是我們所謂的行動 。
all four of my oars broke before i reached halfway across .	我四十五歲的石油從我到達一半 。
but if you think about it , what would happen if you put those things down ?	但如果你想想一下 , 會發生什麼事 ?
where's art ? i got productivity . i got sports .	我有藝術嗎 ? 我有機會機會 。
do you remember where you were on april 20th , 1999 ?	你記得你在1999年 , 1999年 ?
just trying to play the odds . all right , here we go .	只試試試試試試一下 , 這裡 , 我們去了 。
they too did not enjoy the privilege of college education .	她們也不受歡迎教育教育 。
i was also making a tv series for the bbc at the time .	我同時也在泡泡裡製造了一系列 。
we are blind to the sea as a place of industry or of work .	我們在工業或工業的海業 。
our own milky way galaxy is rich in this kind of planets .	我們自己的銀河系是這樣的 。
it makes you loopy ; the deeper you go , the loopier you get .	它使你失去了 , 深層的目標 , 深入你 。
i want you to take a look carefully to see if you can notice a difference .	我希望你們看一個職業 , 看你能注意到的差異 。
governments weren’t strangers to the idea of prohibition , either .	政府沒有奇怪的概念 。
and that's basically what's called a " power amplification system . "	基本上 , 叫做 「 力量 」 系統 。
but i don't think that'll satisfy the sixthgraders either .	但我不認為 , 6年來 , 6年來 , 我不認為這會議 。
well , i wouldn't be up here giving a talk if it didn't .	嗯 , 我不會站在這裡演講 。
and you know , i think of all of these organisms as palimpsests .	我覺得 , 所有這些器官都有這些器官 。
but then , you know , eventually you have to turn all these drawings into reality .	但 , 你甚至知道 , 即使你必須把這些畫成現實 。
we need to be able to guide what we're cutting in a much better way .	我們必須要猜猜我們要做什麼 。
many of us experience microaggressions on a daily basis .	許多人經歷微小的經驗 。
and now we're prepared to take them back to the operating room . "	現在我們準備把他們回到房間 。 」
it's the holy grail of kenyan journalism .	很棒的是 , 肯亞的旅程 。
to start with , i'd like to break math down into two categories .	首先 , 我想要把兩百分分分分分為二分之一 。
i percussed . i palpated . i listened to the chest .	我指的是 , 我指的是最高興的 。
he's a professor . he's now at vanderbilt .	他是現代的專業 。
and they didn't argue about football , but about brexit .	而他們沒有談論英雄 , 但關於英國 。
i don't want the dvd ; i want the movie it carries .	我不想要演化 , 我想要移動它 。
i've been pretending to be a man that i'm not my entire life .	我已經準備好像我人生的男人 , 不是我的人生 。
but technological progress doesn't just make the pie bigger .	但科技證明 , 科技的進步不僅是製造大量的 。
the younger brother is 86 ; the older one is 95 .	年輕兄弟是86歲 。
in walks not their master but , instead , a pregnant teenager .	走路路不是他們的魔法 , 相反 。
how can we use numbers as the basis for a moral framework ?	我們如何使用珊瑚礁的數字呢 ?
my other knee doesn't hurt , and it's just as old .	我的另一位廚師沒有資源 , 只是老老老鼠 。
it oscillates its tail up and down like a dolphin .	它會導致它 , 如同一個圖像 。
matter flows from place to place and momentarily comes together to be you .	重要的是 , 從地方和時刻 , 一刻 , 一旦你在一起 。
and do you need to pull the emergency shutdown lever ?	你需要把電子郵件轉移到外面嗎 ?
i thought that i should include at least one shot of technology for you guys .	我覺得我應該在你身上最喜歡的科技之一 。
at its core , our drug policies are really a social justice issue .	同時 , 我們的政策是社會的問題 。
they're designed to keep us safe , and we should take them seriously .	他們設計為我們安全保持安全 , 我們應該把他們帶到安全 。
i've got to rock backwards and forwards , or sometimes scream .	我必須向前往往往往前往往往往往往往往往往往往
so for the first time in the history of life , lignin evolves .	首先 , 在生命的歷史中 , 宗教演化了 。
and our ignorance about sleep is really quite profound .	我們的認知是非常嚴重的 。
i always wanted to tell that story from the perspective of a survivor .	我總是想要告訴這故事的故事 , 故事從來告訴故事的觀點 。
which is when we realized this problem was a whole lot bigger than we ever could have imagined .	當我們意識到這個問題時 , 我們發現 , 問題是 , 我們可能有想像的 。
and he's saying , " bonnie , i think i'm going to die .	他說: 「 寶貝 , 我覺得我會死 。
and what bayes showed was a mathematical way that you could do that .	嬰兒顯示你能做些數學的方法 。
we wrote , as i said before , stories they're online magnets .	我們寫了 , 當我說故事之前 , 他們的故事在網路上 。
if he had kicked a dog , i would have punched him out .	如果他有技巧 , 我會把他丟出來 。
and that signal is then converted back to a highspeed data stream .	訊號是回收資料來回收資料 。
sea urchins crawl across the bodies feeding at night .	海豚在晚上 , 海岸被綁在晚上 。
so now i try and go after her , but i’m practicing flying .	我試著和她一起試圖 , 但我在試著飛行 。
pascal has been called the architect of modern civilization .	馬里斯被稱為現代化的建築 。
it showed up in chinese animal markets and spread globally .	它顯示在中國市場上 , 全球的市場 。
for about 70 cents , you can also buy a cup of coffee .	大約七世紀 , 你也可以買咖啡 。
but then , you can see the same kind of whimsy applied to people .	後來 , 你可以看到相同的模樣 。
because imagine my motivation standing between this strong , healthy crowd . . .	因為想像一下我的媽站在這個強烈的角度 。
the vast majority want to protect military defense spending .	大眾想要保護軍隊的主要需求 。
in 2008 , one of the problems that we faced was lack of information flow .	在2008年 , 我們面對面臨的問題之一 ,
fifteen percent said they thought there'd be a pandemic within three years .	百分之三十五年後 , 他們認為有一首首歌 。
now i want to share with you a little video that i shot from a submersible .	我想要和你們分享一個小影片 , 我從一小小片中分享的小影片 。
and then he said , " what you do for the least of these , you do for me . "	然後他說: 「 你做什麼 。 」
so now we wanted to try to understand something about what controls the duration of this state .	所以我們想要了解到這個國家的控制 。
i was researching . i was still keeping this idea in mind: what's the point ?	我當時在研究 。 我仍然繼續繼續思考這個問題:重點是什麼 ?
this was actually one of the first projects developed in this new field of soft robots .	這是一個軟體發展的第一項計畫之一 。
globally , militaries have been using this foam since the 1970s .	在1970年代 , 軍隊被我們在1970年代 。
how can these cars whisper , " you need to get out of the way ? "	這些車輛可以拿出這些車子 , 「 你需要去哪些 ? 」
fear of the disease breathing down our neck while the clock ticked .	疾病的恐懼會降低我們的鄰居 。
and i've also discovered that this can work at all levels in any type of company .	我也發現 , 這個公司可以在任何公司中找到這些工作 。
and i'm also thrilled to be in the foreplay section .	我也很驕傲地在螢幕上 。
we followed my job , and it seemed like there was nothing that we couldn't do .	我們工作了工作 , 似乎我們無法做的事 。
our task now is to bring more and more people into the fold of this work .	我們的任務現在要帶更多人進入這個工作 。
there's an intensity of affection and emotion , a rush .	情緒有影響力、情緒、情緒 。
and all these good values , i tried to inculcate in her personality .	而這些好價值的價值 , 我試著在她的個人身上 。
simply insert part a into slot b , and we should all be good to go .	簡單的一部分 , 我們都應該要去去 。
one of the big reasons is , we think success is a oneway street .	其中一個大原因是 , 我們認為成功是街道 。
don't worry , these are also things that can be built in existing relationships .	不要擔心 , 這些東西也可以在關係中建立的關係 。
i actually participated in a play i hope there’s no video of that around still .	我其實在玩遊戲裡的一部分 , 我希望那裡沒有影片 。
depression rates are rising , mental health problems are rising .	憂鬱症是危害、健康問題 。
a couple of years ago , harvard business school chose the best business model of that year .	幾年前 , 哈佛教學學學學院的商業模式 。
do you know what they call a 300 hitter in major league baseball ?	你知道他們所謂的300英尺寸呢 ?
before we go into these faces , i should explain why i have some right to talk about them .	在我們面對這些臉之前 , 我應該解釋為什麼我必須談到他們有權利 。
but first , i have to explain what i mean when i say " puzzle . "	首先 , 我必須解釋我所謂的意思 。 」
we found his name in the records , and he seems to have stayed there alone .	我們發現他的名字在記錄中 , 他似乎必須留下來 。
when this man saw me , he came over to me and he said , " who are you ? "	當我看到我 , 他走過我 , 然後他說: 「 你是誰 ? 」
we have about 300 million of them , and we create them in these hierarchies .	我們有大約30萬萬萬萬人 , 我們創造了它們 。
but i promise you , you name it , we had to try it to get there .	但我給你們 , 你叫它 , 我們必須試著去那裡 。
and tate asked fildes to paint a painting of social importance .	衛生問問: 「 社會痛苦 」 的痛苦 。
and as mayor , we've been focused on the robbers and the road .	身為科學家 , 我們被焦點放在街道路上 。
could they move stones with their mind like jedi master yoda ?	牠們可以移動牠們的心臟 ?
there's been a lot of movement recently in greening our food systems .	在我們的食物系統中 , 已經有很多運動 。
so come on ! there we go , there we go . thank you . thank you . oh .	來吧 ! 我們去吧 , 我們去了 。
indeed , power in our time is flowing ever faster to the city .	在我們的時代 , 權力的力量很快 。
rives: so the first hour of this project was satisfying .	克里斯:這計畫第一個專案 。
guess what ? some of these stories i sculpt a little , here and there .	猜嗎 ? 有些故事 , 有些故事 。
so now they were three , doaa , bassem and little malek .	牠們是三 , 細菌 , 細菌和細菌 。
feeding the 5 , 000 is an event i first organized in 2009 .	在2009年 , 我第一次在2009年 , 我第一次在2009年 。
the costs , one cost is of course that you need to keep your partners happy .	成本 , 一代的成本是需要你的夥伴 。
100 years to the day after the death of alfred nobel himself .	一百年後 , 死亡後 , 死了他 。
when most scientists talk about sea level rise , they show a plot like this .	當大部分科學家談到海平衡時 , 他們展示了像這樣 。
and this is a really interesting trend , is when new power gets powerful , what happens ?	這很有趣的是 , 新力量是 , 新力量會發生什麼 ?
i graduated high school in cleveland , ohio , 1975 .	我畢業高中畢業高中畢業了1975年 。
by 2030 , more than two thirds of the world's population will live in cities .	二十30年 , 世界人口人口人口會生活在城市中 。
and so our national accounting system became fixated on what we can produce .	所以 , 我們的國家已經變成了x光系統 。
everything in my house talks back to me , from my children to my speakers to everything .	我的房子在我的房間裡 , 從我的孩子來談論我的一切 。
this was the first thing that pulled him out of what we call waithood .	這是我們所謂的第一件事 。
i grew up watching star trek . i love star trek .	我長大看著星星 。 我愛星星 。
it's hard to implement highquality , evidencebased education .	它很難改善教育教育 。
so far we've applied for 414 patent claims .	所以 , 我們已經應用在44公里 。
the patient's in the hospital because they're hurting .	病人在醫院裡 , 因為他們在醫院 。
fishing also has impacts on broader ecosystems .	漁業也影響了農業的影響 。
one man's safety is owing to the destruction of another .	一名男子安全安全是要讓另一種行動 。
you arrive late , you're irresponsible .	各位先生 , 你的責任 。
and whatever number you're thinking of , it probably isn't as bad as this .	不論你在想什麼 , 可能不是壞事 。
the space on board and the resources would be limited .	空間上 , 空間和資源會被限制 。
it's more than one device , you know , it's renewable .	比一個裝置 , 你知道它是可行的 。
so i set out to learn more about the psychology of motherhood .	所以我決定學習更多的母親 。
this isn't to say we give up our wildest , biggest dreams .	這不是說我們給我們最偉大的夢想 。
the treatment that tony was to receive was three and a half months long .	治療治療的治療是三個月 , 只有三個月 。
it also happens to be male and , in theory immortal .	這也發生在數學和理論中發生了 。
symmetry , it turns out , is also an indicator of health .	症狀 , 結果是 , 也是健康者 。
it's like the opposite of antibacterial soap .	它就像巨大的反應一樣 。
it doesn't bother the taxpayer necessarily .	不是兩種標準的鄰居 。
this is a phenomenon known as the conjunction fallacy .	這是一個哲學所謂的現象 。
but frankly , the content's identical on my phone .	但很奇怪的是 , 我的電話是我的手機 。
there’s nothing intrinsically sweet about honey .	無論是 , 愛滋病沒有任何東西 。
but she didn't say , " monique , what's wrong with you ? "	但她沒有說: 「 媽 , 你有什麼錯 ? 」
that might seem rather simplistic , but it's actually quite profound .	這似乎似乎似乎是模糊的 , 但它真的很令人興奮 。
and there's video analytics that are tracking our movements .	影片中 , 影片是互動的 。
and since i'm an artist , i've been making work for over 20 years .	既然我是個藝術家 , 我已經在工作了20年工作 。
i watched them for about an hour , and after that i was smiling .	我看著他們一個小時 , 後來我很笑 。
using rubble from destroyed homes to create new homes .	我們從破壞家鄉創造新家 。
if they didn't like each other , we could all get trampled to death .	如果它們沒有像彼此一樣 , 我們都能得到死亡 。
i'll give you a small example that you'll understand very easily .	我給各位一個小例子 , 很容易 。
and i must say that i thought that step might just be plain impossible .	我必須說我認為 , 可能是不可能的 。
there wouldn't be any left over to power a car or charge a phone .	沒剩下任何剩下的電力 。
we're going to take the sample , mount it on paperfuge .	我們將要花粉 , 媽媽就在紙上 。
but darwin doesn't only explain the evolution of a single idea .	但爸爸不僅解釋一個想法的革命 。
she was not raising her , her grandmother was raising her .	她不是被逮捕她 , 她祖母的祖母是她的祖母 。
what happens when you have a star that's right on the edge of that mass ?	當你有一個星球的星球上 , 會發生什麼 ?
but what was it about this space that made it special and drew people to it ?	但這空間的空間是如何讓人們變得特別的 ?
however , predicting the next potential epidemic is a major challenge .	然而 , 預測下一個潛能的潛力是最大挑戰的 。
the norm of politeness was blocking their progress .	宗教是 , 她們的進步 。
so i kind of switched . i went to mit , finished .	我有點像游泳 。 我去了 。
they told his parents that they predicted that he was going to be a star .	他們告訴他的父母 , 他們的父母 , 她們會覺得他會是恆星 。
mystery is a lot more complicated by its very definition .	我的姐妹是非常複雜的 。
if 10 seconds goes by and they haven't made a deal , they get nothing .	如果10秒後 , 他們沒有處理 。
is that going to make that diagnosis any less terrifying ?	那會讓恐怖攻擊任何差異呢 ?
so i'm a woman with chronic schizophrenia .	我是一位女兒的女兒 。
those side effects accumulate and eventually cause pathology .	那些副作用和最終會造成的影響 。
and the darker the color in this , the larger the consequences .	在這個暗物質中 , 大量的大量 。
coastal economies often rely on fishing and tourism .	珊瑚的經濟體通常會在漁業和資源 。
the combination of that produces something that is actually , you got this thing wrong .	組合的組合 , 實際上 , 你得到了錯的事 。
they loved it . the families and the patients , they loved it .	他們喜歡它 。
now it's the russians leading the drug war and not us .	現在 , 俄國領導人領導了戰爭 , 而不是我們 。
the first is the population that studied in a lecturebased classroom .	第一種族群是基礎的人口 。
this is a key selling point to republicans and business leaders .	這是一個關鍵的關鍵點 , 領導者和企業領導者 。
so germany will run into a major talent shortage very quickly .	所以 , 德國會跑到最快的階段 。
i want to live in a good country , and i so , so hope that you do too .	我希望生活在一個好國家 , 我希望你們太太好了 。
you could call it the cocacola approach if you like it was exactly the same thing .	你也可以稱它為同事所謂的一樣 。
it was when i was on holiday last early autumn in france .	昨天我在日早早早早早早期 。
antoinette told me , " everyone is so proud of it . "	一位醫師告訴我: 「 每個人都很驕傲 。 」
here's another pet one of mine: you have a printer .	這裡有另一張圖片:你有一張印象 。
they decided to take a blockbyblockbyblock strategy .	他們決定要把bb鎖鎖鎖鎖起來 。
instead of decisions going up and down the organization , we want the team to decide .	除了決定和組織的決定 , 我們希望團隊決定決定決定 。
this shows the sound being played at that burst frequency .	這張圖顯示聲音的聲音正在演奏 。
the stronger motivator , the much stronger motivator , is fear .	強大的分子 , 強大的強力是恐懼 。
okay , so you ask what a sustainable restaurant looks like .	好吧 , 你問了什麼成功的餐廳 。
in my opinion , ceo reports to consumer .	在我的角度中 , 我收集了機會 。
a yellow sign ? that's exactly what they'll be expecting .	黃色代表了嗎 ? 這是他們會預期的預期 。
and even further , we should look at the banality of goodness .	更糟糕的是 , 我們應該要看著嬰兒的嬰兒 。
so some people , before the medicine came along , had no treatment at all .	有些人 , 在醫院前 , 沒有治療 。
how do we know if he or she has sustained a concussion ?	我們怎麼知道如果他是否有限制呢 ?
my foot goes down its throat . it spits me out .	我腳踏下 , 它會把我放出來 。
well , the first feature is , it's real and irreducible .	首先 , 第一位女性是真正的 。
we got in a conversation with some other people in the class , and it went on and on .	我們在教室裡有一些人對話 , 走上了 。
so i can be back at ted again to share with you that i have changed my ways .	我可以再次回到ted的ted , 我有改變了我的方法 。
most of them would be intellectual and academic failures .	大部分人會在視覺和生態失敗 。
well , the evidence is , unfortunately , ample .	證據是 , 不幸的是 , 不幸的是 。
trauma of indigenous peoples has trickled through the generations .	許多人都試過世代 。
many doctors , health professionals , may think i did nothing wrong .	許多醫生、健康專業、健康照護 , 可能我沒有錯 。
and finally , we need to change our food system , what to eat and how to produce it .	最後 , 我們需要改變我們的食物系統 , 如何製造它 。
i hoped that my reality would change and someone would see that i had come back to life .	我希望 , 我的現實會改變 , 有些人會看到我會回到生命 。
so , basically in 2002 there were 1 , 200 dancing bears .	基本上 , 2002年 , 2002年 。
until they identify this case , we'll never release him .	直到我身為這個案例 , 我們永遠不會把他帶到他 。
when i meet you , in that moment , i'm no longer a part of your future .	當我遇到時 , 我不再是未來的一部分 。
parents' house , paying rent , selling vacuums . . .	父母在家裡 , 賣賣賣賣賣賣 。
first is before there are networks and pathways and role models . . .	首先 , 網路和路徑是網路和路徑 。
they said , " sometimes telling the story is the thing that saves your life . "	他們說: 「 有時 , 有時候 , 拯救生命 。 」
as well as being married you are likely to be much happier than if you are single .	如如火星 , 比你一樣的快樂更快樂 。
so , let's return to this idea of a silent world underwater .	咱們來探索這個想法的概念 。
we talk things over with our friends , we scour the internet , we search through books .	我們和朋友談談談到網際網路 , 我們把書帶到書裡 。
and that's our first product that we're going to release in a couple of weeks .	這是我們第一次的產品 , 我們將會在幾個星期的產品 。
the humor is selfreflective and makes us think about our assumptions .	丈夫是自動的自我衝動 , 讓我們想想我們的假設 。
can we harness these same technologies for an emotionally sensitive output ?	我們能否認同同同情感 , 情緒是感染的 ?
but heavy artillery is nothing new in terrorist operations .	但他最愛的藝術家沒有新發明 。
but , being human , he's immediately thinking of his next complaint .	但 , 身為人類 , 他認為他下一個競爭 。
so we recently presented the master plan , and it has gotten approved .	我們最近在展示瘧疾計畫 , 它有了應用程式 。
and some illustrations even included pop culture references .	有些我會發現文化的文化 , 包括宗教 。
you want to be able to open it up , crack it open , look at the wiring inside .	你希望能打開開開開放它 , 飛機 , 看看 , 螢幕 。
art is a visceral encounter with the most important ideas of your faith .	藝術是你所熟悉的最重要的點 。
he said they lacked the attention or awareness to take it into account .	他說他們把注意到注意力或潛水 。
but what we know today is that a lack of oxygen is also one of the causes .	但我們知道 , 氧化是氧化碳的一部分也就是造成了 。
and these budgets are the key for our future ; they're the key for our kids .	這些分佈是我們未來的關鍵 , 它們是我們的孩子 。
so this is a story of napoleon iii in the mid1800s .	這是我在180000年的故事 。
and so what i'll show you now is the ability to pull out substories .	所以我現在展示的是 , 能力的能力是能力的能力 。
or a lightbulb whose glow provided its own electricity .	或一個燈泡提供電池 , 提供它自己的電力 。
this starts to tell you about the mechanism by which we can tell stories and transmit information .	這開始告訴你們關於我們的故事 , 可以告訴故事的故事 。
but that tends to be a very humancentric view of intelligence .	但這個觀點是人類的觀點 。
our world leaders , our global politics , currently can't get it done .	我們的世界領導者 , 我們的全球政治政策 , 目前無法完成 。
it seems only a few hundred of them have been shared with journalists so far .	牠們似乎只有幾百百百分之一的旅程 。
now , if that's really what it took , then why isn't it working anymore ?	如果這真的真的是要做什麼呢 ?
i'm going to show you a short clip of doug using our system for the first time .	我要給各位看一個短暫的系統 。
this is a joint effort between me and french artist jr .	這是我和藝術家之間的喜愛 。
