maybe you've thought about them , too .	也許你也想過他們 , 也是這樣 。
they told his parents that they predicted that he was going to be a star .	他們告訴他的父母 , 他們認為他會是恆星 。
mystery is a lot more complicated by its very definition .	我的謎團是非常複雜的 。
if 10 seconds goes by and they haven't made a deal , they get nothing .	如果有十秒鐘 , 他們沒有做得通 , 他們就沒什麼事 。
is that going to make that diagnosis any less terrifying ?	那會讓這張診斷 , 是否會造成更少的害怕 ?
so i'm a woman with chronic schizophrenia .	所以 , 我和黑猩猩的女人 。
those side effects accumulate and eventually cause pathology .	那些副作用 , 最終會造成病患 。
and the darker the color in this , the larger the consequences .	而這顏色的顏色 , 最暗的結果 。
coastal economies often rely on fishing and tourism .	珊瑚經濟通常在捕魚和生存 。
the combination of that produces something that is actually , you got this thing wrong .	產生的結合是 , 你得到了這個問題 。
they loved it . the families and the patients , they loved it .	他們喜歡它 , 家庭和病人 , 他們喜歡它 。
now it's the russians leading the drug war and not us .	這是俄國領袖領導毒品 , 而不是我們 。
the first is the population that studied in a lecturebased classroom .	首先是 , 根據課堂的人口 。
this is a key selling point to republicans and business leaders .	這是一個關鍵秘密和企業領袖 。
so germany will run into a major talent shortage very quickly .	所以 , 德國會跑進一個非常快的短段 。
i want to live in a good country , and i so , so hope that you do too .	我想要住在一個好的國家 , 所以我希望你做得太好 。
you could call it the cocacola approach if you like it was exactly the same thing .	你可以稱它為 「 學院 」 的方法 , 如果你喜歡它一樣 。
it was when i was on holiday last early autumn in france .	當時我昨天就在法國 , 當時我在法國 。
antoinette told me , " everyone is so proud of it . "	對於我說: 「 每個人都如此驕傲 。 」
here's another pet one of mine: you have a printer .	這裡還有另一張照片之一:你有一張印刷機 。
they decided to take a blockbyblockbyblock strategy .	他們決定要把一個鎖鎖鎖起來 。
instead of decisions going up and down the organization , we want the team to decide .	反而是 , 我們希望團隊決定決定要決定 。
this shows the sound being played at that burst frequency .	這顯示聲音在那個頻率的頻率 。
the stronger motivator , the much stronger motivator , is fear .	更強大的動機 , 更強的動機 , 就是恐懼 。
okay , so you ask what a sustainable restaurant looks like .	好 , 所以你問一個永續餐廳的樣子 。
in my opinion , ceo reports to consumer .	在我的意見中 , 警察報報報告給消費者 。
a yellow sign ? that's exactly what they'll be expecting .	一個黃色的訊號 , 那正是他們期待的 。
and even further , we should look at the banality of goodness .	更更進一步 , 我們應該看看好的嬰兒 。
so some people , before the medicine came along , had no treatment at all .	所以 , 有些人 , 在醫學上 , 沒有治療 。
how do we know if he or she has sustained a concussion ?	該如何知道他或她是否有保守派呢 ?
my foot goes down its throat . it spits me out .	我腳下去了它的喉嚨 , 它讓我脫離了 。
well , the first feature is , it's real and irreducible .	首先 , 第一個特徵是 , 它是真的 , 且很不可思議 。
we got in a conversation with some other people in the class , and it went on and on .	我們在課堂裡有一些人 , 去了 。
so i can be back at ted again to share with you that i have changed my ways .	所以 , 我可以再次回到ted , 跟你們分享我的方式 。
most of them would be intellectual and academic failures .	大部分的人會是智力和學術失敗 。
well , the evidence is , unfortunately , ample .	證據是 , 無幸的是 , 無幸地 , 一瞬間 。
trauma of indigenous peoples has trickled through the generations .	相反的 , 人們在世代試驗過世代 。
many doctors , health professionals , may think i did nothing wrong .	許多醫生、健康專業專業專業人員 , 可能認為我沒有錯 。
and finally , we need to change our food system , what to eat and how to produce it .	最後 , 我們需要改變食物系統 , 如何吃它 。
i hoped that my reality would change and someone would see that i had come back to life .	我希望我的現實會改變 , 有人會看到我有生命的改變 。
so , basically in 2002 there were 1 , 200 dancing bears .	基本上 , 在2002年 , 有1 , 200位女兒 。
until they identify this case , we'll never release him .	直到他們了解這個案例 , 我們永遠不會釋放他 。
when i meet you , in that moment , i'm no longer a part of your future .	當我遇到你 , 在那個時刻 , 我不再是你未來的一部分 。
parents' house , paying rent , selling vacuums . . .	父母的房子 , 薪水 , 賣水水 。
first is before there are networks and pathways and role models . . .	首先 , 網路和路徑和道路模型 。
they said , " sometimes telling the story is the thing that saves your life . "	他們說: 「 有時會告訴你故事是拯救你的生命 。 」
as well as being married you are likely to be much happier than if you are single .	身為婚姻的婚姻 , 比你是單一的更快樂 。
so , let's return to this idea of a silent world underwater .	所以 , 我們回到這個想法下 , 來回到這個想法 。
we talk things over with our friends , we scour the internet , we search through books .	我們和我們朋友談的事情 , 我們會從網路搜尋書 。
and that's our first product that we're going to release in a couple of weeks .	這是我們首先的產品 , 我們將在幾個星期內釋放出來 。
the humor is selfreflective and makes us think about our assumptions .	幽默是自我衝突 , 使我們思考我們的假設 。
can we harness these same technologies for an emotionally sensitive output ?	我們能否認這些技術 , 對於一種情緒的感知能力有相同的感知能力呢 ?
but heavy artillery is nothing new in terrorist operations .	但 , 愛情藝術家沒有新創作 。
but , being human , he's immediately thinking of his next complaint .	但 , 身為人類 , 他馬上想著他下一個競爭 。
so we recently presented the master plan , and it has gotten approved .	所以 , 我們最近給了馬匹植物 , 它已經有了應用程式 。
and some illustrations even included pop culture references .	有些創意甚至包含詩人文化的背景
you want to be able to open it up , crack it open , look at the wiring inside .	你想要開放它 , 打開它 , 開放它 , 看看光線 。
art is a visceral encounter with the most important ideas of your faith .	藝術是關於你的信仰最重要的想法 。
he said they lacked the attention or awareness to take it into account .	他說 , 他們把注意力拉到帳篷裡 , 把它帶進帳篷裡 。
but what we know today is that a lack of oxygen is also one of the causes .	但現在我們所知道的是 , 氧氣的缺陷也是其中之一 。
and these budgets are the key for our future ; they're the key for our kids .	這些泡沫是我們未來的關鍵 , 他們是我們孩子們的關鍵 。
so this is a story of napoleon iii in the mid1800s .	所以 , 這是18000000000000000年的太空人 。
and so what i'll show you now is the ability to pull out substories .	所以 , 現在我給你們看的能力是輸出的能力 。
or a lightbulb whose glow provided its own electricity .	或者 , 燈泡會提供它自己的電力 。
this starts to tell you about the mechanism by which we can tell stories and transmit information .	這開始告訴你們關於我們的故事和傳遞資訊的機制 。
but that tends to be a very humancentric view of intelligence .	但這通常是人類智力的觀點 。
our world leaders , our global politics , currently can't get it done .	我們的世界領袖、我們的全球政策 , 通常不可能做到 。
it seems only a few hundred of them have been shared with journalists so far .	這似乎只有幾百個來自旅程學家所共享的幾百位 。
now , if that's really what it took , then why isn't it working anymore ?	現在 , 如果這真的是怎麼樣的 , 那麼為什麼它並不有效呢 ?
i'm going to show you a short clip of doug using our system for the first time .	我要給各位看一個短段的影片 , 為我們第一次使用我們的系統 。
this is a joint effort between me and french artist jr .	這是我和法國藝術家之間的喜悅 。
so now we can see the tumor , but we're not showing this to the doctor yet .	所以現在我們可以看到腫瘤 , 但現在我們還沒有給醫生看 。
so audience , next time you're tempted to tell someone your goal , what will you say ?	所以 , 接下來的觀眾 , 下次 , 你會說什麼 ?
you know it costs a lot of money and so on , but yes , it should not play it safe .	你知道 , 它花費很多錢 , 這樣 , 但是的 , 沒什麼安全 。
that's part of sally struthers's famine campaign .	這是俄羅斯的一部分 。
so , my kind of hero for this in the natural world are these tropical frogs .	所以 , 我對於自然世界來說 , 這是這些趨勢 。
how many people told him he couldn't do that , that he would die if he tried that ?	有多少人告訴他他 , 他不能這麼做 , 那他會死去 ?
and you might think that , you know , that's easy , sand is not ice cold .	你可能會認為 , 你知道 , 這很容易 , 沙漠不是冰冷 。
and they're all praying to the mountain gods as they go into trance .	他們都祈禱到山上 , 進入悲慘的神 。
" my sister , who is pregnant , is bleeding . what should i do ?	「 我的姐姐 , 誰是懷孕 , 我該怎麼做 ?
right now , today , we have 2 . 3 million people in our jails and prisons .	現在 , 今天 , 我們有2萬人在監獄裡有2萬人 。
it reads like a clock . it's called a " timepiece graph . "	準備好像個鐘 , 叫做 「 時間圖 」 。
so again , a quick cartoon or sketch could be really good for that .	所以 , 同樣的 , 一輛快速的卡通車 , 可能是很棒的 。
it was the first time in recorded history that this event passed without any casualties .	這是第一次記錄史上第一次記錄 , 這甚至是沒有任何的洞穴 。
i'm going to talk about a failure of intuition that many of us suffer from .	我要談的是很多人所苦的失敗 。
the next thing is focusing with a laser beam on those things we did not do well .	下一件事是專注於那些我們沒有做的事 。
i stockpiled weapons for what i thought was an upcoming race war .	我為我們帶來的武器 , 為我所認為的成果 。
i've got a friend named layla who was born and raised in ghana .	我有一位朋友名叫拉伯 , 出生在迦納的名字 。
if i try to walk half a block , i might be bedridden for a week .	如果我試著走一半鐘 , 我可能會被埋在一個星期 。
obviously , over time i have a lot more confidence that it's going to be ok .	顯然 , 我有更多的信心 。
i went into the metal because it was a way of building a building that was a sculpture .	我去了金屬 , 因為這棟建築是一棟建築的建築 。
it'll take a few years to prove it , experimentally , but i'm going to try .	它會花幾年來證明 , 實驗 , 但是我會嘗試 。
and he said , " no , no , no . it was a very deliberate act . "	然後他說: 「 不 , 不 , 不是 , 不是 , 不是 。 」
i'm blind in one eye and not terribly good in the other .	我很盲目 , 而不是在另一方面的 。
ca: chris , thank you . absolutely fascinating . thank you for coming to ted .	克里斯:克里斯 , 非常感謝 。
now , all of this seems scary , and everybody in this room knows that it isn't .	現在 , 這一切看起來很可怕 , 大家都知道這房間裡的每個人都知道這不是 。
it's hard to put your hand up when the man is standing right here , but i see them .	很難把你的手放起來 , 但當男人站在這裡 , 我看到他們 。
it just said , " reminds me of an ancient mix tape . "	只是說: 「 提醒我 , 提醒我 。 」
but what a shame that it's not organized to help authors create movements .	但 , 這不是組織組織的羞辱 , 協助作者創造運動 。
but now with mobile technology , we can actually take our children outside into the natural world with their technology .	但現在 , 我們能把孩子們帶進自然世界外 , 把孩子們帶進自然世界 。
so i'm trying to bridge this gap between this idea and this melody .	所以我試著把這個想法與這個想法之間的聚集起來 。
in fact , there is a text , and that has over a thousand uses of this first computer .	事實上 , 有一台簡訊 , 已經有超過一千台電腦 。
so in baking we call it scaling weighing out the ingredients .	因此 , 我們稱它為 「 移民 」 。
we learned about the power of hunger strikes he did to reach his goals .	我們學到了關於飢餓的力量 。
anyone who thought that misinterprets the purpose of the interface .	有人認為錯誤的目的是錯誤的 。
most of us now that the " me decade " is well in the past now we actually do this .	大部分人現在都知道 「 十年 」 已經在過去我們這麼做了 。
i would guess many of you are thinking of skim , scan , reading quickly .	我猜你們很多人在想技能、掃描、閱讀 。
because today , as we well know , truth and facts are under assault .	因為 , 如今 , 我們知道 , 真相和事實上 , 事實上 , 我們都知道 , 真相和事實上 ,
the result was a deadly resurgence of drugresistant malaria .	結果是藥物瘧疾瘧疾的嚴重性 。
they go around looking for what it is , then we negotiate what they'll get paid .	他們在尋找它的是什麼 , 然後我們一起分配他們會得到什麼 。
and that might give you a hint as to what the future is going to hold for all of us .	這可能給你們一個隱藏的願望 , 未來我們所有人 。
so what you see here are controllable models of people i built from their internet photos .	所以你看到的是可以控制的模型 , 來自網路照片拍攝的模型 。
now here is what happened to this person who eventually became mayor of san francisco .	現在 , 這是這個人 , 最終變成了舊金山的樣子 。
it turns out that these things don't have to hit the ground to do a lot of damage .	結果發現 , 這些東西不需要撞擊地面 。
i wanted to challenge the idea that design is but a tool to create function and beauty .	我想要挑戰設計的概念 , 但要創造功能和美麗的功能 。
they approve the merger and then spoiler alert ! they figure it out .	他們把手術應用到手術上 , 然後把它弄出來 。
and then , i'm looking for the upside ; i need a believable upside .	然後 , 我正在尋找這個方向 , 我需要一個可避免的方向 。
i think right now the computers will be at the top and everything will be kind of going down and stuff .	我現在認為電腦會在頂端 , 所有東西會被下降 。
there are several reasons why this is interesting and one of them , of course , is time travel .	當然有幾種原因 , 原因是 , 這真是有趣 , 當然 , 其中之一是時候旅行 。
and if it had survived , the future of transportation would probably already be here .	如果它有倖存 , 轉變的未來可能已經存在了 。
it's a biodegradable material , it's super cheap , easy to work with .	這是個可塑的材料 , 它是超級便宜的 。
ep: they said they wanted somebody with whom they have companionship , economic support , children .	艾莉:他們說他們想要和誰有同情心、經濟支持 , 孩子們 。
i mean , the look was more like , " are you clueless or just stupid ? "	我的意思是 , 看起來更像是: 「 你是無聊或只是愚蠢的 ? 」
and in that notepad i counted more confederate flags than black people .	而這張照片中 , 我計算了超過黑人人人人人 。
if i was talking to an individual and they said , " why are vaccines important ? "	如果我在談一個人 , 他們說: 「 為什麼疫苗很重要 ? 」
and still , in 2017 , only 10 countries in the world have less water than jordan .	但在201年 , 世界上只有10個國家 , 只有10個國家 。
jr: yeah . this happened last night . we had like a ted dinner last night .	約翰:是的 , 昨晚 , 我們都喜歡一個ted晚上 。
and what we tried was this ; here is a device called the cadwell model mes10 .	我們試驗的是 , 這是一個裝置 , 叫做cadwell模型 。
chris anderson: you have no idea how exciting it is to hear a story like yours .	克里斯:你沒有想知道你的故事是如何讓人興奮的 。
ten months later , i quit my job . i said i could not stand it anymore .	十個月後 , 我很安靜我的工作 , 我說我不能站出來 。
now albert einstein is not some dead white guy with weird hair .	阿伯伯伯伯斯坦的白人不是一些死的白人 。
every colored bead , every colored string , represents a weather element .	每種顏色的顏色 , 每個顏色都有顏色 , 代表一個更高的角色 。
with head start , we began to get our nation's most atrisk children ready for school .	首先 , 我們開始到我們國家最驚訝的孩童閱讀 。
everything you see there was built in four years , after they spent four years getting the permits .	四年後 , 你所看到的一切都是在四年之後 , 都能得到承諾的 。
i came home to my wife and i said , " i created a character after you . "	我回到我的妻子 , 我說: 「 我為你創造了一個角色 。 」
oklahomans leaving for california in large numbers for a better future .	好 , 加州大的加州大量的加州 , 為未來更美好 。
and what actually happens is this frontier between what you think is you and what you think is not you .	而事實上 , 發生在你所認為的情況下 , 而你認為的不是你 。
so , i said , " yeah , yeah , age of reason . what does that mean again ? "	所以我說: 「 是的 , 是的 , 是的 , 是的 , 原因 。 」
this is an amazing solution for kenya , where 70 percent of people live off the grid .	這是個很棒的解決方案 , 百分之七十的人住在墳墓裡 。
say , " by the way , that guy is a crappy employee . "	順便說: 「 順便說 , 那傢伙是瘋狂的 。 」
boy . for somebody growing up in wales in a little village , that's enough .	男孩們 , 為一個小村子長長大的村子 , 很棒 。
so changes that children make in the real world need to translate to the virtual world .	所以 , 改變孩子們需要轉移到虛擬世界 。
so i’m here today , to share with you my philosophy for a happy life .	今天我來到這裡 , 跟各位分享我的哲學 。
50 years ago , he gave a series of a bunch of different lectures .	五年前 , 他給了一系列不同的鏡頭 。
and i'm really excited about this , because it's a very compact core .	我非常興奮 , 因為這是非常複雜的核心 。
it's called transcranial magnetic stimulation , or tms .	叫做轉變的磁場 , 或哺乳類動物 。
and in one year , it went to 50 colleges , and then it expanded .	一年內 , 到50個大學 , 然後它擴展了50個大學 。
one: whitley strieber was played by christopher walken .	第一: 「 慈善風格 」 , 由克里斯·羅伯特所扮演的角色 。
we discovered bluegrass a few years ago , and we fell in love with it .	幾年前 , 我們發現了藍色攝影機 , 我們將愛上它 。
neurologist: okay , just look at my face and tell me what happens when i do this .	神經學家:好 , 看看我的臉部 , 告訴我我在做什麼事 。
and then you get that wonderful effect when we got female literacy one generation later .	後來 , 你會得到很棒的效果 。
i wanted to see if i could take that idea and apply it to a magic trick .	我想要看到 , 如果我能把這個想法帶到一個魔術試驗 。
a bomb fell not far from my car well , far enough , but big noise .	一支炸彈不遠遠離我車子 , 遠遠遠遠遠遠遠遠遠遠遠遠 , 但大噪音 。
from 1998 to 2000 , 21 . 37 million people lost their jobs in china .	從1998年到2000年到2000年 , 兩千萬人在中國失去工作 。
in fact , of those 20 , 000 , 8 , 000 were thought to be females .	事實上 , 這兩萬八千八萬人認為女性是女性 。
it's always been a dream of mine to have done a ted talk in the past .	一直都是一場ted演說的夢想 。
so it's everywhere , and we need to know how to exploit it .	所以 , 這是在哪裡 , 我們必須知道如何探索它 。
the first thing , as i said , is going to be virtual stuntmen .	首先 , 我說 , 將會是虛擬的衝突 。
now , visual thinking gave me a whole lot of insight into the animal mind .	現在 , 視覺思考我給了我一整個視覺 。
and this isn't even the domestic car market ; this is the taxi market .	這甚至不是警察市場 , 這也是稅務市場 。
molecules frequently break apart and then form new molecules .	分子通常會突破父母 , 然後形成新的分子 。
ignoring the warnings of his father , he rose higher and higher .	忽略他父親父親的戰爭 , 他更高、更高、更高 。
don't tell anybody we can actually steal from each other's designs .	別告訴任何人 , 我們能從每個設計中偷偷偷偷偷偷 。
i'm not interested in doing it the way i'm interested in doing work .	我不感興趣我在做工作的方式 。
now , the way the pay system works is there's two things that are rewarded .	現在 , 支付系統的運作方式是有兩件事 。
a few years ago , my mom developed rheumatoid arthritis .	幾年前 , 我媽研發了盧旺達藝術家 。
and i'm pretty much the one who figured it out , because i was a nerd .	我很高興 , 因為我是一位晚餐 。
i also learn early on that costuming can play a key role in this storytelling .	我也學到 , 成本可以在這個故事中扮演一個關鍵角色 。
and they move into the appropriate areas and form bone and cartilage .	他們移動到蘋果、形式、形式和汽車 。
it introduced the west to grinding poverty around the world .	它引導了西方世界各地的貧窮貧窮貧窮 。
so she gets to now focus on the picking and packing portion of her job .	所以她現在把焦點放在選項上 , 把她的工作帶回她工作的機會 。
i'm going to build the world's first restorative justice center all by myself .	我將要建立這個世界最初的司法中心 。
in the '60s and '70s we thought of people as a burden .	在六十年代 , 我們認為人們是一群麵包 。
this is faye . faye is 13 and she lives in denver .	這是很熟悉的 , 眼睛是13歲 , 她的生命 。
i can't think of any other subject where that's recently been possible .	我無法想像其他的主題 , 在那裡 , 可能是有可能的 。
now in contrast , this is one of the stemcelltreated hearts .	在矛盾中 , 這是一件很棒的心臟之一 。
that's going to be optimal for the sleep of most people .	這將會是大部分人睡的睡眠 。
but in fact he was the person who was most susceptible to the oxygen .	但事實上 , 他是最成功的人 。
i come from johannesburg , which is a mining town .	我來自約翰堡 , 這是個礦物 。
in the motor channels , we can sense how the person wishes to move .	在現代的角色中 , 我們能了解人際智慧如何移動 。
and unfortunately , the local junior high was not going to offer that .	不幸的是 , 當地的法官高法官的高法官並不會提供這個 。
it's a fact that is itself unseen , yet impossible to vary .	事實是 , 它本身是獨立的 , 但卻不可能避免疫苗 。
some people think that you can either have it in you to build a relationship , or you don't .	有些人認為你不能在你建立關係中建立一個關係 , 或是你不 。
i'm going to wrap up by generalizing beyond just farming .	我將要用一般的基因組寫作 。
" we can't lower the level " ; bla , bla , bla . . .	「 我們不能降低水平 , 呼吸、呼吸 。
and suddenly , it was over for me , that's it it was gone .	突然間 , 對我而言 , 這對我來說是很棒的 。
this is not in your community hospital , but we would hope to translate this .	這不是你社區醫院 , 但我們希望轉變這個 。
and i very carefully practiced noface's gestures .	我非常仔細地祈禱未知的噪音 。
so let me show you , and i'm going to start with the standard method first .	讓我給你們看 , 我先從標準開始 。
institutional barriers were another serious headache in the project .	機構障礙者是另一個嚴重的頭痛 。
the husband , furious , threatens to kill the american .	丈夫 , 很榮幸 , 威脅美國人殺死美國 。
when telomeres become too short , a cell can no longer divide and it dies .	當溫度變得太短 , 細胞可以不再分裂 , 死亡 。
hospitals have hundreds of devices registering alarms .	醫院有數百個設備 。
ladies and gentlemen , this story has not yet been published .	女士們女士 , 這故事還沒被推出 。
just relax . nobody's died and gone to composting .	只是奴隸 , 沒有人死了 , 去競爭 。
and you have to say this room hadn't been tidied up since 1888 .	你必須說 , 這間房間沒有被送到18888年 。
now you call it a vacuum pump ; he called it a vacuum .	現在你稱它為陰道 , 他稱它為陰道 。
the plant is forced to pay more for the same amount of resources .	植物被強迫付出更多資源 。
like mr . bachchan’s memorable punches . . .	例如 , 芭芭蕾的桌子 。
all of these polyglots were talking about language learning as if it was great fun .	所有這些都是關於語言的學習 , 只要是很有趣 。
this is erik hersman . you guys may have seen him around the conference .	這是艾瑞克 , 你可能看到他周遭的內容 。
every day , five million people will take a trust leap and ride with uber .	每天 , 五千萬人會把信任帶到美國 。
so the truth is in medicine puncture is everywhere .	所以事實是 , 在醫院中 , 醫院裡都是在任何地方 。
representing that eight and a half minutes that it takes light and gravity to connect the two .	代表這八分之八十五分鐘 , 它將光線連結到兩個 。
their catch cries were , " everything for our southern brothers ! "	他們的貓們是: 「 為我們南布魯斯的所有事 。 」
the people on santee alley are not the ones who shop at gucci .	舊金山的人們不是那些在猜猜猜的 。
just think about all that their communities and the world would have missed out on .	想想他們社區和世界各地的社區 , 會被誤以為 。
and it uses skinnerian training to shape their behavior over four stages .	它用皮膚訓練來形塑他們的行為 。
i actually think the prospects for a conscious ai are pretty remote .	我真的認為這個觀點是非常遙遠的 。
imagine hearing the heartbreaking news that none of us would ever want to hear .	想像一下 , 聽見心碎的新奇新聞 , 沒有人想要聽見 。
i don't want him killed . i know he's going to love cliffs .	我不希望他殺了 , 我知道他會愛犯罪 。
bf: nice show , daniel , nice show . you are the man !	布:好 , 丹尼 , 很好 , 你是男人 !
the way to think about memes , though , is to think , why do they spread ?	然而 , 對我來說 , 對我而言 , 該怎麼做 ?
our mission is to build a detailed , realistic computer model of the human brain .	我們的任務是建立一個細節 , 真正的人類大腦模式 。
for a hungry child , politics and freedom are not even thought of .	對一個飢餓的孩子來說 , 政治和自由和自由不認為 。
dispatcher: is there any way you could safely leave the residence ?	討論者:你是否能安全地留下任何方式 ?
growing up in kenya , i knew i always wanted to study biochemistry .	在肯亞 , 我知道我總是想要研究生物學 。
and none of us ever received another music class again in elementary school .	我們從來沒有收到另一種音樂課程 。
which takes us to the other forgotten terms in bayesian inference .	這帶我們到巴基斯坦的其他演算法 。
we bought some medicines online and the rest in mexico .	我們在網路上買了一些醫藥和其他墨西哥 。
the human suffering was unbelievable and unprecedented .	人類的苦難是不可思議的 , 卻不可思議的 。
if i make the flaps skinnier , i can use a bit less paper .	如果我把冰淇淋做比較 , 我可以用更少的紙 。
if i'm the worst person in the world , you can hate me and move on .	如果我是世界上最糟糕的人 , 你就能討厭我 。
i know it's very frightening try to remain calm .	我知道這是非常明顯的 , 試圖維持靜態 。
and i personally know hundreds of people who are alive today because of harm reduction .	我個人知道有數百人活躍 , 因為紅色的減少 。
populations explode , a hundredfold , a thousandfold , a millionfold .	人口爆炸 , 一千英尺 , 一千英尺 , 一千英尺 。
but i must quickly add that i too am just as guilty in the question of the single story .	但我必須很快地加入 , 我也只是在單一故事中 。
patients without access to our platform were three times more likely not to complete treatment .	病人無法取得我們平台的病人 , 更有可能不完整的治療 。
moreover , there is huge potential for africa to lead the world in avian tourism .	更廣泛 , 非洲有很大的潛力來領導世界 。
give them advice , give them a hug , teach them a card trick .	給他們建議 , 給他們一個幽默 , 教他們一輛車 。
it's up to you , the city's best detective , to solve the case .	為了你 , 城市最好的偵測 , 解決案例 。
and i think for many people , that wakeup call takes the form of an illness .	我想對於很多人來說 , 笨蛋稱為 「 想像 」 的形式 。
but before the apollo program ended , 24 men flew to the moon .	但在回應計畫結束之後 , 兩四個男孩在月球前 , 到月球前 。
why ? i think there are three reasons , two longterm ones and the trigger .	為什麼 ? 我認為有三種原因 , 兩個長期的長期之一 。
he's now playing the piece that we just saw a little better than i wrote it .	他現在正在玩這個作品 , 比我寫的還要好 。
it made big waves in the media , the service , the entertainment spaces .	它在媒體中產生了大波波 , 服務、服務、服務、娛樂空間 。
your money can be stolen . you can be forced to leave your home during a war .	你的金錢可以被強迫離開你家裡 。
i asked you to imagine yourself in that home , because i wonder what crossed your mind .	我請你們想像一下 , 因為我在家裡 , 因為我想著你的想法 。
and just like brunel , by focusing on systems , we can have a bigger impact .	像布朗克 , 專注於系統上 , 我們可以有更大的影響 。
then i tried typing words on my laptop and using its built in voice .	接著 , 我嘗試在我的筆記上 , 使用它在聲音上 。
what can companies do to create less vertical and more horizontal relationships ?	公司能創造更少的課題和更熱情關係呢 ?
one: ancient parables aside , my kid had some bad therapists .	其中一個:古老的公園 , 我的孩子有一些壞的治療 。
they've worked hard on their pose to make their costume look great for your camera .	他們在他們的選項上努力讓他們的成本看起來很棒 。
but first a little bit about this group of artists , scientists , and engineers that are working together .	但首先 , 科學家們 , 科學家 , 科學家們們們 , 一起合作 。
you know , ray was the one who wore the ampersands in the family .	你知道 , 雨林是家人之一 。
you want them to have nothing to do with your brand , your party , your legacy .	你希望他們不能和你的孫子一起做任何事 , 你的夥伴 , 你的腿 。
let's look at some of the other richer countries of the world the g7 .	我們來看看世界上有一些其他的富裕國家 。
come love come , the road lies low , the way is long and hard , i know .	來看看 , 羅馬的路徑下 , 路徑很長 , 我知道 。
he closes it down for five months to experiment with a full kitchen staff .	他靠近五個月 , 用完完整的廚房做實驗 。
well , it's up to you , not as a city planner but as a human being .	嗯 , 不是一個城市規劃員 , 而是人類 。
but we middleworlders are too big to notice brownian motion .	但我們在中間 , 我們也太大了注意到布魯斯的動作 。
now , when i say austin , you probably think " live music capital . "	當我說澳洲時 , 你可能會認為 「 活音樂資本 」 。
the first boomer actually , we didn't even wait till 2011 , next year .	首先 , 我們甚至沒有等到2011年 , 下年 。
but before we reject democracy , let's imagine what it could be .	但在我們拒絕民主 , 我們來想像它能是什麼樣子 。
you do not send your aircraft to boeing inbetween flights .	你不把你的飛機送到船上 。
the first peak , obviously , is the limb hitting the load cell .	首先 , 很明顯地 , 正是 , 把清單撞到洛杉磯 。
and what we found was that linda's disease didn't look like the typical male disease .	我們發現 , 獅子病患的疾病並不像典型的病患 。
now if we look at the word " competition , " i'm sure most of you've used it .	現在 , 如果我們看看 「 競爭 」 的詞 , 我確定大多數人都習慣了 。
why is it that so many mothers and fathers experience parenthood as a kind of crisis ?	為什麼這麼多的母親和父親經歷過這種危機 ?
that's where they recruit from . that's where they get their power and strength .	這是他們從哪裡來的 。 這就是他們得到的力量和力量 。
you're watching the life cycle of a streptomyces coelicolor .	你在看一個壓力的循環 。
they fought the suppliers , they fought the manufacturers .	他們把供給供應器 , 他們把手指帶到手指 。
these are the groups most heavily profiled and punished through prohibitionist law .	這些是群體最強烈的團體 , 透過專業法律法律 。
with so many options to choose from , people find it very difficult to choose at all .	有許多選擇選擇選擇選擇 , 人們會發現 , 很難選擇選擇 。
and yet every artist works in pursuit of communicating something that's true .	然而 , 所有藝術家的作品都在鼓舞了什麼事 。
now how many previous offenses do you think they have on average managed to commit ?	現在你認為他們在平台上有多少偏見 ?
so right now , what i'm asking you to do , i'm asking you to show courage .	所以現在 , 我問你們做什麼 , 我請你們看看影片 。
clinical depression has exploded in the industrial world in the last generation .	臨床憂鬱症患者在過去的世代 ,
so , i accused my daughter to have like a secret boyfriend .	所以 , 我確定我女兒喜歡一個秘密的男孩 。
and in the northern part of the main island , this is ground zero for world longevity .	而在大島的北極地區 , 這是全球長期的零件 。
there are really two kinds of negative reviews that we've received .	這裡有兩種負面的責任 。
i'll give you a shortcut for multiplying even faster on the calculator .	我會給你們一個短段時間在計算機上更快 。
and i care so much about this question , that i work for a nonprofit called recode .	我關心這個問題 , 我對這個問題有所謂的非營利 。
we'd all prefer to win , but when you discover that you can't win , what do you value instead ?	我們都準備贏得勝 , 但當你發現你無法贏得時 , 你的價值是什麼 ?
just think of the proton as an assemblage , a swarm , of little particles . "	只要把蛋白當成一顆小粒子 , 一個小粒子 。 」
the three of us shared a passion for getting students excited by and comfortable with science .	三人共享一個熱情 , 為了讓學生們們參與科學領域的熱情 。
now one of the challenges in polio , still , is marketing , but it might not be what you think .	現在 , 在政策中 , 還是在市場上 , 但它可能不是你認為的 。
family mental health will be shouting loud and clear in global , international agenda .	家庭心理健康會被轉移並且明顯的全球、國際、國際關係 。
and some of them proudly raise their hand and say , " i don't use a car . "	有些人會舉手說: 「 我不用汽車 。 」
and it's serving 52 , 000 villages , which represent about 80 million people .	這代表了52 , 000個村落 , 代表了大約有80萬人 。
in fact , we have to take what we've done so far and go higher , to the sky .	事實上 , 我們必須採取我們做的事 , 更高、更高、更高、更高、更高、更高、更高、更高、更高 。
indeed , we carry a lot of luggage from our yesteryear in the human brain .	事實上 , 我們把很多人腦裡的包裝在人類腦中 。
and even with this high prevalence , women are misdiagnosed between 30 and 50 percent of the time .	即使有高度的預測 , 女性被誤以為在30%之間 。
