maybe you've thought about them , too .	也許你也想過 ,
not just the people at the bottom , everyone .	不是在底下的人 , 每個人都 。
now , we just refer to them as our family .	現在 , 我們給他們作為我們的家庭 。
and so this is a pretty weird model , right ?	這是一個很奇怪的模式 , 對吧 ?
it will keep on spinning until something stops it .	直到某個東西停止 。
this is our group , our main group of weavers .	這是我們的團體 , 我們主要的群體 。
blissful productivity . i love it .	很有生產力 。 我喜歡它 。
and unfortunately , today it still does .	不幸的是 , 現今仍然這麼做 。
they had good grades . they were doing wonderful .	他們有很好的畢業 。
why do they believe each other's claims ?	為什麼他們相信彼此的恐懼 ?
we just need to up the resolution .	我們只需要放棄的工具 。
well , we start our life with the racing car .	嗯 , 我們開始用快速的汽車 。
and it's not just in terms of sex .	不只是性別 。
this is something i did for sony in 1996 .	這是我在1996年做的事 。
so this was designed by my head of engineering .	這是我腦的設計 。
and if you would , you've got a great job .	如果你願意 , 你有很好的工作 。
when i was seven i went to summer camp .	當我七歲時 , 我去夏天 。
in gaza , we have a whole lot of nothing .	在巴西 , 我們有許多東西 。
abed had said something remarkable .	阿拉克說了一些回事 。
i was doing my breakfast radio show .	我正在做的事 。
i wanted to get the science times to document this .	我想要得到科學的時間 。
now , they have two areas they can attack .	現在 , 他們有兩個很容易攻擊
these are the most primitive people in the world .	這些是世界上最有限的人 。
second , we need to become active monitors .	第二 , 我們需要成為行動 。
and jumping monks of tibet .	跳舞猴子 。
it's not the same . it is never the same .	它不是一樣 。
and that certainly is going in the right direction .	這肯定是正確的方向 。
and all around the world are not exceptions .	全世界都沒有探索 。
now , we live in times of incredible change .	現在 , 我們生活在不可思議的時代 。
maybe the barrier would be too universal .	也許是太大學 。
redundancy is the critical issue here .	紅色是關鍵議題 。
'gravity is pulling me down .	我最愛的是 ,
first , why is transformation so exhausting ?	首先 , 為什麼轉變 ?
they somehow get into this reserve .	他們知道這回回報 。
here's another mars problem yet to be solved .	這是另一個火星問題 。
so these things together give us evolution , perhaps .	這些東西聚在一起 , 也許 。
but i can tell you that i know what it means now .	但我可以告訴你現在的意義 。
the devil is always in the details .	沙漠總是在細節中 。
einstein , can you also sing ?	愛因斯坦 , 你也可以唱嗎 ?
millions of people were in severe need of help .	數百萬人需要幫助 。
the earth is a statistical improbability .	地球是穩定的能力 。
folate is critical for child development .	很酷的是孩童發展 。
we're not just talking about a fluke .	我們不只談過一場幸運
in the real world , however , things are more complex .	然而 , 真正的世界更複雜 。
we all need to eat a balanced diet .	我們都需要吃一個平衡 。
so it's a very nice little device .	這是非常棒的裝置 。
chris anderson: that was fascinating .	克里斯:那很令人興奮 。
but i feel like i wanna get 'em .	但我覺得我很喜歡dna
in a perfect world we'd have 50 , 000 there .	在一個完美的世界中 , 我們有五千人 。
and to me , the weavers have found that language .	對我來說 , 我們最喜歡的語言 。
je: and tony's done hundreds of these ?	珍:這幾百個做法 ?
it's part of the problem and part of the solution .	是解決方案的一部分 。
i never needed biology to form family anyway . "	我永遠不需要生物來形成 。 」
they own the laptops . they take them home .	他們自己的筆記 。 他們帶他們回家 。
so they take the first one that comes along , often .	所以 , 他們採取第一步 。
i said , " people are starting with branded .	我說: 「 人們開始開放 。
but here and there and that . you know what to do .	但這裡 , 你知道該做什麼 。
well , bernoulli tells us it is .	柏林告訴我們 。
jasmine has been his mate for some time .	詹姆斯曾在某時間 。
so people are really into cleanliness , right ?	所以 , 人們真的真的真的會進入犯罪 , 對吧 ?
he was 15 , a freshman in high school .	他15歲 , 高中學 。
now , this is a profound biological effect .	這是一個令人驚人的生物效應 。
and tokyo ? it's 46 .	喔 ! 46年 。
sometimes they're floating around without an owner .	有時他們沒有自己身處 。
a few years ago , this map wasn't good enough .	幾年前 , 這個地圖並不足夠 。
the real hum is lovespecific .	真正的幽默 。
the second barrier: researchers don't share .	第二個障礙:研究人員不分享 。
and when i run into them , a funny thing happens .	當我跑到他們時 , 一件有趣的事 。
" come on . you got a ticket ? "	「 來吧 ? 」
julian treasure: what a difference .	朱利亞:差別 。
what if every single car in europe had this technology in it ?	如果在歐洲有這種科技 ?
that's where the third clue comes in .	這是第三個關鍵 。
so i am well acquainted with this type of fuel .	所以我用這種類型燃料 。
now i'm seeing lots of smirks out there .	現在我看到很多鏡頭 。
it is a jigsaw puzzle still being put together .	這是一個旅程的旅程 , 仍然聚在一起 。
we have visions like this . we have visions like this .	像這樣 , 我們有視覺 。
and it has incredible , incredible accuracy .	非常不可思議 。
if i come down , i'm going to do a bit of shopping .	如果我來了 , 我要做一點 。
so we asked researchers to survey the participants .	所以我們要求研究人員去鼓勵參與參與者 。
i actually , i'm very afraid of sharks .	事實上 , 我非常害怕 。
it's called " dhani tackles the globe . "	它叫 「 哈拉 」 的 「 哈拉 」
because the reality is , this is not the industrial era .	因為現實是 , 這不是工業 。
it might be a diagnosis . it might be your intuition .	可能是診斷 , 可能是你的直覺 。
so i'm immediately in interdependence land .	所以我非常感興趣地面 。
it was supposed to be an iceskating rink .	它應該是個冰箱 。
okay , 30 years ago we were coming out of the '70s .	好 , 三十年前 ,
this is a fundamental question that most of us are asking .	這是我們大多數人在問的問題 。
computer: a person sitting at a table with a cake .	電腦:一個人坐在桌上 。
that's the sum total of my contribution .	這就是我的貢獻 。
and synapses can grow larger , and they can grow smaller .	症狀可以長大 , 牠們可以成長 。
it's completely mechanical , again , a printer .	它完全是機械、印象 。
they don't sleep in a quiet space .	他們不會在一個液態空間裡睡眠
something very odd , matteroffactly , never explained .	非常奇怪的是 , 永遠沒有解釋 。
and what is disappointing me is that we are not doing this .	令人失望的是 , 我們並沒有這麼做 。
and so how about that average baseline of happiness ?	所以 , 快樂的基礎呢 ?
we call it , in fact , a lifi , lightfidelity .	我們稱之為 「 光 」 。
shut the front door , you know what i'm talking about ?	前面 , 你知道我說什麼 ?
you can take a class in logic , argumentation .	你可以在邏輯上課 。
hair started growing in all sorts of places , along with other things .	髮型開始在各種地方 , 有其他東西 。
how many other things need to be analyzed by gender ?	有多少其他東西需要分析 ?
now , the first of these transformations is going to happen anyway .	第一 , 這些變革將會發生 。
he wanted to be rich , and he wanted to be famous .	他想要成為富裕 , 他想要成為名 。
so what you're seeing on the left is a touch device .	你看到的左邊是觸器 。
and you say , " i'm going to spend more time with the kids .	你說: 「 我要花更多的時間 。
as simple as it sounds , it's really not that easy to find .	簡單的聲音 , 很難找到 。
we know that actual human consciousness has something more than that .	我們知道 , 人類的意識比如此 。
and on top of that , it was amazon rain forest .	在這上面 , 它是最棒的 。
but then brokk revealed its abilities .	但之後 , 布萊克的能力 。
but i sat in during the negotiating session .	但我坐在聯合國的秘密 。
it's an era known as the time of the giants .	這是一個很清楚的時代 。
so you have to , i think , be trustworthy .	所以 , 你必須要說 , 信任 。
the final juror that i spoke to was ken .	最後的法案 , 我花了錢 。
as an afrolatina , i'm one of millions .	身為阿拉伯 , 我是個數百萬人 。
our city couldn't possibly handle any more cars .	我們的城市無法用任何汽車 。
we can make folds that we otherwise could not make .	我們可以製造出其他兩倍的三倍 。
my mother said , " well let's do a picture of something else . "	我媽媽說: 「 別忘了 。 」
i had the vegetable carvers work on that for me .	對我來說 , 忘記了我 。
i got a ferocious sore throat two days later .	我花了兩天 。
i had to tend to my own rage and grief first .	我必須傾向我的祖母 , 首先 。
and even in terms of calories , it is very good .	即使在計算中 , 它很擅長 。
so you will always have some mobility in the wealth process .	所以 , 你總是在財富過程中有一些活性 。
but the entire curve has moved to the right in the 1980s .	但整個目前已經搬到1980年
darren dust mite and his family moved in .	丹麥和他的家人搬進 。
and instead , we had to learn we kind of forced them to teach us .	相反 , 我們必須學習我們 。
you can have as many fonts on your system as you like . "	你可以在你的系統上有許多的假設 。 」
and it can package this information , and send it up to the brain .	它可以把這些資訊傳送到大腦 。
it's the same in japanese and english .	同情和英語一樣 。
so here's an image of the long view of the search problem .	這是一個長期的問題 。
we don't have to stay stuck in old ideas about prison .	我們不需要保持舊的想法 。
and you can see the shot right here is what it looks like today .	你可以看到這張照片是現在的 。
and let me remind you that males don't bite .	讓我提醒你 , 雄性不少 。
i love spoken word . i will keep coming back week after week . "	我喜歡花了幾個禮拜 。 」
he had all these old automotive parts lying around .	他都有這些老的自動駕駛 。
at least seven people died and many , many more were wounded .	至少有七個人 , 很多人更擔心 。
and we aren't talking about it we dismiss it .	我們不討論它 。
but other adults say incredibly painful things .	但其他的成年都很痛苦 。
so what i'm going to do is share with you my lessons .	所以我要做的就是和你們分享我的課程 。
we just haven't delivered these things to everybody just yet .	我們還沒有把這些東西給大家 。
you can see that they work together , they pull at the same moment .	你可以看到他們一起工作 , 他們會在同一瞬間 。
very hard to find . maybe you've got some examples of it .	很難找到 。 也許你有一些例子 。
they have different ideas , different perspectives , and they can help you .	他們有不同的觀點 , 不同的觀點 , 他們可以幫助你 。
you know , the sheriff's office doesn't work up there .	你知道 , 她的辦公室沒有工作 。
but we frequently find ships that are not doing that .	但我們通常發現 , 並不這麼做 。
your beach is one mile long and you have no competition .	你的海灘是一哩的 , 你沒有競爭 。
they do not say , " i want better hot water in the showers .	他們不會說: 「 我想要更好的水 。 」
and i'd like to bring that experience to the desktop .	我想要帶著這段經驗 。
for eight years , she walked through the rift valley .	八年 , 她走過軟體 。
i have been living and teaching in the gulf for over 30 years .	我一直生活在30年裡 。
well , is that a fairy tale or a living nightmare ?	嗯 , 這是一個公平的任務 ?
they are absolutely disgusting and they're good for nothing . "	他們絕對地分歧 , 他們很擅長 。 」
anxiously worrying about the future feels compelling .	焦慮的是未來的感覺 。
so there's always a strong ecological component in the project .	所以 , 在計畫中有非常強的生物競爭 。
surfers , for example , know this incredibly .	例如 , 舉例來說 , 這很棒 。
it's almost defined by its invisibility .	幾乎是不可能的 。
therefore , your brain has nothing to interpret into an image .	所以 , 你的大腦沒有關聯圖片 。
and so , i pulled it all together and this is what i learned .	因此 , 我把一切都聚在一起 , 我學到了什麼 。
what is life after fossil fuels going to be like ?	石油燃料的生命會是什麼 ?
i know they sound kind of awful , but i absolutely love them .	我知道他們聽起來很棒 , 但我絕對不喜歡他們 。
these questions are really important to understanding basic aspects of human social nature .	這些問題非常重要 。
and we believe there may be as many as 200 million people who are at risk .	我們相信有超過200萬人的風險 。
so why not apply that to give refugees greater choice ?	所以為什麼不適用於難民的選擇呢 ?
that's the netflix show that i would binge .	這是我會呼吸的 。
more than used up , walked on , driven through , shot up .	比起 , 駕駛 , 駕駛 。
well , to a group like you , the trends are apparent .	嗯 , 像你一樣 , 趨勢的趨勢 。
it sounds like some quiz show or something , doesn't it ?	它聽起來像是有點像一些東西 , 不是嗎 ?
something , somewhere will always have changed , most of all , ourselves .	有些地方都會改變 , 大部分人 。
they speak at my rallies , and i speak at their rallies .	他們說 , 在我的種族裡 , 我說他們的種族 。
do you know what the size of life in this necktie will be ?	你知道 , 在這個社區的大小會是什麼 ?
design soundscapes to be beautiful around you at home and at work .	設計聽起來很漂亮 , 在家裡和工作 。
to me , it's the most understandable , even the most moving .	對我來說 , 最明確的 , 甚至大部分的移動 。
so i went to sleep , and that was it for me .	所以我去睡眠 , 那對我來說是為了我 。
i'm like , " dude , i'm hindu . "	我說: 「 鴨 , 我嗨 。 」
i want to talk to you about two of the most exciting possible things .	我想跟你們談論最令人興奮的事情 。
we have " senior helper " for the adults .	我們有 「 感謝 」 。
and look what they did with our beautiful , nice , simple family game .	看看他們的美麗、簡單的家庭 。
and what exactly does ballet bring to this— or any other story ?	細菌會怎麼樣 ?
forty percent attendance to 93 percent attendance .	百分之93% 。
the body is something changeable anyone may develop a disability at any point .	身體是可以改變的 。
ca: all right , so it's the bridge fuel .	克:好吧 , 這是橋樑 。
but you might say , " i'm not a scientist .	但你可能說: 「 我不是科學家 。 」
one or both , who knows ? or it could be something completely different .	一個 , 誰都知道嗎 ? 或是完全不同的 。
that's why your schemas had better match reality .	這就是為什麼你的廚師有更好的現實 。
who feels that they're getting enough sleep here ?	誰覺得他們有足夠的睡眠 ?
but i'm british ; that's the way we like it .	但是我是布朗的 , 這是我們喜歡的 。
it was dinnertime , and we started looking for a place to eat .	這是晚餐 , 我們開始尋找一個地方 。
that was the lesson . that was the inspirational moment .	這很快 。
and that's why it's great to have collaboration .	這就是為什麼很棒的合作
don't even know the day i'll ever return .	甚至不知道一天我會回報
and then notice that a great many of these problems disappear .	接著 , 注意到這些問題很棒 。
and they recommend against crossing that line .	他們反對這條線 。
[proud to be pocatello] yeah .	是的 。
and zapped horribly , pathetically .	非常適合 。
james cavitt: thanks , john .	詹姆:謝 , 約翰 。
plants can be extremely cunning as well .	植物可能很高 。
and now , we're going to shoot a story in india .	現在 , 我們要在印度分享一個故事 。
and it looks a little bit like the octahedron .	它看起來有點像是發生的 。
i was trying out so many different combinations of this .	我試過很多不同的組合 。
and you cannot predict the outcome of human development .	你無法預測人類發展 。
that's not the methodology at all that we work with .	這不是我們工作的知識 。
this small bee is holding up a large mirror .	這小小的鳥 。
and it's all about international writing systems .	它都是關於國際危機 。
here's kílian running up the matterhorn .	這裡是凱特的 。
and this is because china started producing them on a large scale .	這是因為中國開始在大規模的規模
marcus: you’re a rapper , am i right ?	馬:你是種族 , 我對嗎 ?
trust is not parceled out , as we all know .	信任並非公開 , 我們都知道 。
most remarkable for the time was his method .	大部分的時間都很可怕 。
and smith says , how would you respond ?	笑話說 , 你怎麼回應 ?
if we're still hungry , we might have some more .	如果我們還是飢餓 , 我們可能有更多 。
that meant it was metastasized from somewhere .	意思是 , 從某處到處 。
the human species , in general , is fallible okay fine .	人類 , 在基因中 , 珊瑚是不可能的 。
it's all incredibly humble material .	一切都非常謙虛 。
her trustworthiness and her motives .	她的信任和母親 。
now these animals are different from one another , because they have different genes .	這些動物不同 , 因為牠們有不同的基因 。
and as people move to the countryside , how is that going to be ?	當人們搬到國家 , 該如何 ?
this is fourier's law of heat conduction .	這是四個法律的法律 。
abed then told me why he'd suffered .	接著 , 我告訴我為什麼苦苦 。
what we're talking about today is also rocket science .	我們今天談的是科學 。
how do you have people realizing that they have a vision problem ?	你要如何了解他們有暴力 ?
what can a country like the uk do on the supply side ?	美國會怎麼辦 ?
of course , this isn't the work of a modeler alone .	當然 , 這不是一個模型 。
and more and more people are joining this movement every single day .	更多的人每天都在加入這個運動 。
they have no trouble telling us what art is about .	他們沒有麻煩告訴我們藝術是什麼 。
ok , think of this as extreme selfmotivation .	好 , 想想這個極端的自我 。
this is a history that the author experienced firsthand .	這是史丹佛的歷史 。
now this sock puppet stuff isn't actually that new .	這很棒的東西其實不是新的東西 。
well , these basically are things i believed in such a long time .	基本上 , 這些基本上是我相信的 。
loving only our opponents is selfloathing .	只剩下的石油是自我的 。
we’re always competing intellectually in class .	我們總是在課堂上競爭 。
i have to tangibilitate the gospel . "	我必須去挑戰目標 。 」
let's say i'm a fisherman and a farmer .	說我是個漁民和農夫 。
you're not interested in the limits of these things .	你不感興趣這些東西 。
this behavior is a symptom of the culture we've created .	這行為是我們創造的文化 。
and it reminded me of a day in 1971 .	在1971年 。
i'm always trying to find the best way to tell each story .	我一直試著找到最佳的方法 。
but i would always answer myself , " yes , of course you can . "	但我總是回答自己: 「 是的 。 」
and it has to be solvable in a magazine .	它必須在雜誌上演化 。
they even use the brand name he created for his jihad .	他們甚至用他的名字 , 為他建立了他的旅程 。
he goes to the ark . he opens the ark .	他打開天空 。
we think these little wireless sensors are more effective .	我們認為這些無線性更有效 。
scenario a wipes out 90 percent of humanity .	百分之九的人類 。
let’s start with the elftreefolk tie .	讓我們從軟體開始 。
he said , " the lord is my shepherd . "	他說: 「 洛杉磯 。 」
yet that is exactly what the american paradigm demands .	但那正是美國法案的 。
he says a bad lid can ruin your coffee .	他說一個壞的謊
dh: how you feeling , barry ? you feeling all right ?	哈:你是如何感覺的嗎 ?
this idea isn’t as farfetched as it may seem .	這想法並非如此 。
that preacher bangs on the pulpit for attention .	注意到 , 關注 。
there is a famine there , a manmade famine .	這裡有一名名黑人 。
can support a static load of 660 pounds .	可以支持6磅 。
chris anderson: wait a sec that's your wish ?	克里斯:等待你的願景 ?
well , when we went inside schools , we found something completely different .	當我們在學校裡 , 我們發現了完全不同的 。
so we're still three to five years out from human trials .	所以 , 我們仍然有三年的人類實驗 。
do they lose some ? does it get better or worse ?	他們會失去一些嗎 ? 或是更糟 ?
with john adams , you fear the mob .	有約翰 , 你恐懼 。
the fighters , the women and the flowers are gone .	戰鬥 , 女人和旗幟都走了 。
it has a good probability of being in lots of different places .	它有許多不同的地方 。
mr . levine was kind and polite to me .	拉斯 。 拜託 , 請我 。
fortunately for me , my parents were not poetic .	幸運的是 , 我的父母不是政治 。
and , not only can they read them , but they copy them .	而不是只能閱讀他們 , 但他們也認同了 。
so for all of you who saw that , you're complete realists .	所以 , 所有人都看過 , 你完全是真實的 。
" have you taken if for a month ? " " yes . "	「 是啊 ! 」
we were down to almost nothing in terms of a meal a day .	我們幾乎幾乎沒有任何東西 。
and i have to say , i had amazing colleagues .	我必須說 , 我有很棒的同事 。
we've given businesses a framework for real change .	我們提供了真正的改變 。
that second memory probably isn't as strong , but why not ?	第二個記憶可能不容易 , 但為什麼沒有 ?
joann butler: 005961 .	約翰:059年 。
and its hugely important in learning and crafting the brain .	它非常重要 , 在學習和操作大腦 。
and i wasn't able to see it myself until i lived there .	我無法看見自己 , 直到我住在那裡 。
and , last but not least , it needs to be epic .	最後 , 至少 , 它需要正常 。
you go to wikipedia and the first map you find is this .	你去維基百科 , 第一地圖 。
and gelatinization is yet another oven transformation .	魅力仍然是另一個轉變 。
tonight , like most nights , i'm all alone .	嗯 , 大部分晚上 , 我都孤獨 。
leaders have about 400 of these touch points a day .	領導者每天有40000個研究 。
and then count down the days and see what people ended up eating .	接著 , 幾天 , 看到人們吃什麼 。
there are three ways . the main way is called dispositional .	有三種方式 , 主要的方法就是 「 歧視 」 。
we need to save ourselves from the tragedy of the commons .	我們必須拯救自己 。
and what about the lucky few who are in secondary school ?	在第二個學校裡 , 幸運的是誰 ?
somebody said , " you are a white supremacist . "	有人說: 「 你是個白人 。 」
find ways to demonstrate this as a value to your children .	找到方法 , 將你的小孩視為價值 。
and laurie's going to talk about this one a little bit .	拉斯將會談這一點 。
so it opens up a whole new world , and these people saw it .	開放整個世界 , 這些人看到了 。
and the laptop was running windows 98 .	雷射射射射線是98年
how to move you with your emotions , but also make your mind work .	如何與你的情緒 , 但也能讓你的心智 。
we see that play itself out with empathy and respect .	我們看到自己與同情和尊重 。
we got some purified baby diaper material .	我們有了一些特殊的材料 。
a closeup in vr means you're actually close up to someone .	很近的疫苗 , 意思是 , 你對某人 。
the stuff has a very short halflife , same with brain science .	大腦有一半的短一段時間 。
within five months all malawians began to starve to death .	在五個月內 , 馬拉斯開始死亡 。
everybody has inside themselves what i call an " activation button . "	每個人都在我稱之為 「 活動 」 活動 」 。
for so much of my life , i wanted something else to make me happy .	在我人生中 , 我希望其他東西讓我快樂 。
and this was the first time i worked with nature , rather than against it .	這是我第一次與自然合作的第一次 。
we want to navigate , explore , discover information .	我們想要敘述 , 探索資訊 。
zack and chris came to the dateathon together .	za和克里斯一起一起 。
and so they said , " well , what's reading then ? "	他們說: 「 嗯 , 準備好了 ? 」
whatcha doin' ? we gotta get some of that ! "	什麼呢 ? 我們得到了一些 ! 」
and tom would know just how hard to push the gun .	嗯 , 只知道如何把槍 。
but there was one particular star that i would look for , night after night .	但在晚上有一顆特別的星 。
he goes back up to b , he gets very excited .	他回來 , 他非常興奮 。
and they have things like risotto chop suey .	他們有類似的糖 。
actually , i just needed to have a bit of help to come up to the stage .	事實上 , 我只需要一點幫助階段 。
so we needed a social method for figuring out the answer to this .	所以我們需要一個社會方法來解決這個問題 。
they can sit two feet in front of the world's finest .	他們可以坐在世界前兩英呎 。
the armed forces implement the state monopoly on violence .	武裝了暴力的力量 。
and it's not just atrazine they're exposed to .	不只是澳洲 , 他們很興奮 。
what i'm about to show you is a diabetic ulcer .	我要給你們看的是數學家 。
downstairs: the reality of the us immigration system .	樓梯:我們移民系統的現實 。
that's exactly what i mean about editing these kinds of processes .	這就是我所謂的過程 。
she must serve the goddess for at least the next 30 years .	她必須在過去30年 , 至少30年 。
and my question is this: " why are we ignoring the oceans ? "	我的問題是: 「 為什麼我們忽略海洋 ? 」
there are millions of people out there , like me , right now , feeling that way .	這裡有數百萬人 , 像我一樣 , 感覺 。
they are coated . these fractures are coated with organic materials .	他們是有機材料的 。
the gun's on top welded to a steel plate .	猜猜不在頂上 。
so i repeat this taste procedure multiple times .	所以 , 我複製了多次 。
and not just to tears , but to actually stop the genocide .	不僅僅僅僅僅僅僅僅僅停止 。
that's okay . things have been scary , things have been tough .	嗯 , 一切都很害怕 。
but now , wikipedia doesn't just spontaneously work .	但現在 , 維基百科不僅僅僅是工作 。
they didn't get in as much trouble . they were better students .	他們沒有那麼多麻煩 , 他們比較好學生 。
the outer circle shows what exercises they were focused on .	外面的角色顯示他們專注在哪裡
this is an original page of a guttenberg bible .	這是一個有槍的頁面 。
he walks the face of the earth right now and knows why he's here .	他走過地球的臉 , 知道他為什麼在這裡 。
that's a good thing , so i accepted the prize .	這是好事 , 所以我接受了懲罰 。
when you were fetuses , they helped your brain to fold itself .	當你受傷時 , 他們幫助你的大腦 , 幫助你的腦 。
now , you talk straight to me , what’s wrong with my films ?	現在 , 你跟我說 , 我的電影是什麼錯 ?
there's the reasoner in arguments as proofs .	專業的理由 。
by september , october , it's drying out .	透過性愛 , 巧克 , 它會消失 。
they were the coauthors of a book called " manifesta . "	他們是一本書名叫 「 人類 」 。
these were the prototype geeks , the nerds .	這些是攝影機 , 神經元 。
but here i am today , with you , and that is a miracle .	但今天 , 我和你們分享的 , 這是一個奇蹟 。
but for this to occur , we need three critical changes .	但為了發生 , 我們需要三個關鍵改變 。
one of my favorites is called subclinical acne .	我最喜歡的一個叫做 「 科學 」 。
so now we have pluto to join the numbers of small planets .	現在我們有幸運的星球 。
so he doesn't want to be in that building when it explodes .	所以他不想在地面上 , 當它擴展時 ,
the instructions for every nook and cranny inside our cells .	每個捐贈和小小的細胞 。
i'm not kofi annan . he can't stop a war .	我不是凱特 , 他不能停止戰爭 。
what if you combine the petals and the engine in the center ?	如果你在中心結合和工程的工程 ?
what they've done is they've shifted their operations .	他們做的是他們正在改變他們的手術 。
even if they know what they need to do , it's not available .	即使他們知道他們需要做什麼 , 它不是不可能的 。
but of course , this luxury was not available to everybody .	當然 , 這很幸運的是 , 不是每個人都 。
and this is the first time we are presenting the data that you are going to see .	這是我們第一次在展示資料的數據 。
now i'm going to ask you again to switch on the emotional bit .	現在 , 我要再再再再再再再次轉動 。
we found something like 25 or 30 percent of the population it's just not for .	我們發現像25%的人口 , 只有30% 。
now the next ones i want you to do quickly and say it out loud .	下一個我想要做的 , 說它很快 。
if you are a parent , you know that kids love to keep making circles .	如果你是個父母 , 你知道孩子很喜歡繼續移動 。
short sleep predicts allcause mortality .	短缺的睡眠 。
and they talk a lot about engaging management on esg issues .	他們談了很多參與議題 。
these are some examples of this system in action in the late 80s .	這些是80年代初期的例子 。
they believe deeply in the second amendment right to own those guns .	他們深深深相信自己槍 。
" no need for birth control , doc , are you sure about that ? "	「 不需要鳥控制 , 你是否確定嗎 ? 」
a woman in oregon recently experienced what this would be like .	最近的女人 , 最近會經歷這樣的樣子 。
because my physicians constantly ask me questions about this .	因為我的物理總是問我這個問題 。
kahneman had a nice way of referring to that .	凱特曼曼曼有很好的辦法 。
there are many more hidden experiences and many stories are yet untold .	有更多的隱藏經驗 , 許多故事都沒有被告知 。
there , he grew as a violinist and as a conductor .	他長大 , 身為暴力者 , 身為暴力 。
and a lot of my school teachers didn't appreciate it much either .	許多學校都沒有應用它 。
so what exactly is stopping these trees from growing taller , forever ?	所以 , 究竟停止這些樹木 , 除了什麼 ?
so , one laptop per child was formed about a year and a half ago .	所以 , 一年前 , 一開始就形成了大約一年 。
tomlinson is propelled forward and hits the floor .	阿拉伯遜是為了獎勵的 。
now this may sound arrogant , or even full of hubris .	這聽起來很聰明 , 或甚至全都充滿飢荒 。
think about the young woman who must remain chaste before marriage .	想想 , 在婚姻之前的年輕女子 。
so from that point , there was a fit of opossum fever .	從那時候 , 有一條零件 。
but is there more that could be done for this corner of the labor market ?	但在實驗室裡有更多的可以做這件事 ?
the " 1812 overture " isn't worth waking for .	「 1812年 」 並不擔心 。
another reason is that modern ag simply takes up a whole lot of land .	另一個原因就是 , 現代只需要大量的土地 。
our children are growing up very quickly learning to read , learning to use machinery .	我們的孩子很快地學習 , 學習學習學習 , 學習機器 。
do you remember when you used to beatbox me to sleep ?	你記得 , 當你常常常常會讓我睡眠嗎 ?
as much energy as i put into them while making them , they never danced .	我把它們放進去時 , 他們永遠不會跳舞 。
there are a couple three in the mornings in shakespeare .	鯊魚在鯊魚身上有三三種 。
we can , because apparently , the code changes during your life .	我們可以 , 因為應用在你人生中 , 程式會改變 。
they messed up and left just a stick of wire in there .	他們把我拿出來 , 只留在那裡 。
i actually asked to visit mcgowan in the cmu .	事實上 , 我真的要求村民 。
that will then become a reward for the lowerfrequency behavior .	那會變成低頻率的行為 。
it was to be conquered and mastered like the earth herself .	它是令人興奮的 , 像地球一樣 。
and , chris , if i could have you up here ? i have a tape measure .	克里斯 , 克里斯 , 如果我可以測量 。
in 1990 , exports from china to the united states: 15 billion dollars .	1990年 , 從中國到美國:15億美元 。
thirdly , the stasi worked as a kind of public prosecutor .	第三 , 澳洲的管理員 。
when i gave up sugar for 30 days , day 31 looked like this .	當我花了30天 , 31 , 31看起來像這樣 。
30 , 000 , 300 , 000 , three million , 30 million , 300 million .	3000000000000000
and a few moments later , we are beyond ed witten .	幾秒後 , 我們很快就會被逮捕 。
but we can do this , and there are opportunities to make this work .	但我們可以這麼做 , 也有機會讓這個工作 。
yet , how many times have you heard a man ashamed about something like this ?	但 , 你聽過很多時候聽過像這樣的人 ?
so she asked , " eat what ? do you want to eat ice cream ?	她問: 「 吃什麼 ? 你想吃什麼 ?
now , in any case , animals are not going to grieve exactly like we do .	在任何情況下 , 動物不會被傷害 。
so it only felt fitting that aiva would compose music for this moment .	所以 , 只覺得 , 私人會競爭這個時刻 。
" but coach , those people are really important and smart . "	「 但咖啡 , 這些人真的非常重要 。 」
it will appear , certainly , in many more middle eastern stories .	它會應用在很多中東的故事中 。
as developers , we dream the different causes and then we program the different effects .	身為開發者 , 我們夢想了不同的效果 。
and the actual goal of the institution goes to two through n .	憲法的目標是兩者 。
today , i challenge you to help a young child experience multiculturalism .	現今 , 我挑戰你們能幫助年輕孩子的文化 。
so for five minutes , nothing , and this is worse than being heckled .	五分鐘 , 一切都沒錯 , 這比他感到更糟 。
we live in the right time , even if it doesn't always feel like it . "	我們生活在正確的時候 , 即使沒有感覺 。 」
and help in this case didn't come from the outside , it actually came from within .	在這個情況下沒有來自外面 , 它其實來自內部 。
this remarkable story is a case study in the power of teaming .	這故事很明確的故事是團隊的能力 。
ws: last move pull it down , right and left , right and left .	哇:最後移動 , 左邊 , 左邊 。
but if any of you people ask , " what actually goes up ? does anything go up ?	但如果有人問: 「 其實什麼 ? 」
brian skerry took this shot . thanks , brian .	布魯克帶著這張照片 。
he said , " good artists copy . great artists steal . "	他說: 「 好藝術家 , 偉大藝術家 。 」
we're building telescopes that are looking for the threat .	我們建造望遠鏡 。
there are all sorts of things that are in it for the institution .	各式各樣的東西都是為了機構的 。
and i think that's really what architecture is based on .	我認為建築是基礎的 。
and they have big cities , and the cities are all dependent on oil .	他們有很大的城市 , 城市都在石油上 。
it's called the trilliondollar stimulus package .	它叫做 「 兆計劃 」 的計劃 。
i don't always know why i take photographs of things .	我不知道為什麼我要拍攝的照片 。
this is a view of the earth now , if we extract a lot of it .	這是地球的觀點 。
these clouds form in the region of mountains .	這些雲層形成了山脈的區域 。
