maybe you've thought about them , too .	也許你也想過 。
yet doctors do not treat us and science does not study us .	但醫生沒有治療我們 , 科學並沒有研究我們 。
and now his shoulder says , " wino forever . "	他的肩膀說: 「 永遠 。 」
and this is actually from his degradation series .	而這其實是來自他的畢業 。
those are the things to be provided by the business community .	這些是企業社區提供的 。
this is another longish one , about the old and the young .	這是另一個長期的 , 關於老鼠和年輕人 。
and as you know , china is the most populous .	你們知道 , 中國是最棒的 。
it will replace or be able to be used for that .	它會取代或可以用 。
people told us you can't herd cats .	人們告訴我們 , 你不能抓到貓 。
bacteria birth a new generation every 20 minutes .	細菌每20分鐘都有新的世代 。
woman 4: google " jellyfish . "	女人4:谷歌 。 」
the western domination is over , as of today .	西方的主題是過去 。
so we can handle severity , not chronological .	所以 , 我們能操縱性 , 不是慢性 。
are people getting smarter or dumber ?	人們會聰明或塵埃嗎 ?
and that began with opensource software .	這開始是開放軟體 。
remember , that thing is just about 30 micrometers across .	記住 , 大約有三十個微米 。
at this moment , every one of you is a creative project .	在這刻 , 你們每一個人都是創意的計畫 。
you don't know . black is boring . pastel .	你不知道 , 黑色是無聊的 。
so , as i was saying you see , he's right .	所以 , 當我說你看 , 他是對的 。
distant galaxies were moving away from us .	距離我們 。
for adults , there's no such thing .	對成人來說 , 沒有東西 。
so imagine , for instance , you are at home .	想像一下 , 你在家裡 。
but it's actually more than just ceremonial .	但事實上 , 不只是慶祝 。
" i don't have time for a stroke ! "	「 我沒有時間 ! 」
and the electricity runs through your body too .	電力也通過你的身體 。
we're calling it the one campaign .	我們稱它為一個活動 。
this is one , mimosa pudica .	這是一個 , mimoaca 。
but here's the thing about my grandfather .	但 , 這是我的祖父 。
no german soldier fell to the ground .	沒有德國士兵到地面 。
and i don't think that this is utopian .	我認為這是自閉症 。
we're going to have a look at the voice box .	我們要看看聲音盒子 。
2002 was our most successful year ever .	2002年是我們最成功的一年 。
you know , it's by our powers combined .	由我們的力量組合 。
and yet we're only now penetrating it .	但是我們現在只追蹤它 。
and then i was struck in the history of the internet .	然後我在網路歷史上掙扎 。
who gets surgery and who doesn't ?	誰會憤怒 , 誰不 ?
you're afraid to admit it now .	你現在害怕 。
now , i'm not antihospital .	我不是醫院 。
i was born to a family where education was pervasive .	我出生於一個家庭 。
i am hannah fry , the badass .	我是漢娜 , 糟糕的 。
i was , o . k . ; that's fine .	沒錯 。
db: because we're smart .	db:因為我們聰明 。
but the real treasure was elsewhere .	但真正的恢復是其他地方 。
he said " well , that's how we do it . "	他說: 「 嗯 , 這就是我們怎麼做的 。 」
the world of things is much bigger than the world of technology .	事情的世界比科技世界更大 。
he was a mathematician on a mission .	他是個數學家 。
now but hold on , i'm not finished .	但請注意 , 我沒結束了 。
it was all about the damn clitoris !	這一切都是關於達麥克力 !
i had to drop 50 pounds in three months .	三個月內 , 我必須喝50磅 。
it's 130 octane fuel .	這是130年的燃料 。
this part's not going to be on the test . "	這部分不會在測試上 。 」
there was this voice in my head , i swear .	我腦袋裡有個聲音 。
not just the people at the bottom , everyone .	不只是底下的人 。
now , we just refer to them as our family .	現在 , 我們把他們當作家人 。
and so this is a pretty weird model , right ?	這是一個很奇怪的模型 , 對吧 ?
it will keep on spinning until something stops it .	直到阻止它 。
this is our group , our main group of weavers .	這是我們的團體 , 我們主要的重力 。
blissful productivity . i love it .	我很喜歡它 。
and unfortunately , today it still does .	很不幸的是 , 今天仍然如此 。
they had good grades . they were doing wonderful .	他們有很好的畢業 。
why do they believe each other's claims ?	為什麼他們相信彼此的罪行 ?
we just need to up the resolution .	我們只需要解析度 。
well , we start our life with the racing car .	我們從種族車開始 。
and it's not just in terms of sex .	這不僅是性行為 。
this is something i did for sony in 1996 .	這是我在1996年做的 。
so this was designed by my head of engineering .	所以我的頭部設計了 。
and if you would , you've got a great job .	如果你想 , 你有很棒的工作 。
when i was seven i went to summer camp .	我七歲到夏天 。
in gaza , we have a whole lot of nothing .	在加薩 , 我們有許多東西 。
abed had said something remarkable .	abed說了一些不起的事 。
i was doing my breakfast radio show .	我打破電視節目 。
i wanted to get the science times to document this .	我想讓科學時間記錄 。
now , they have two areas they can attack .	現在 , 他們有兩個區域 。
these are the most primitive people in the world .	這是世界上最有限的人 。
second , we need to become active monitors .	第二 , 我們需要成為活躍的傢伙 。
and jumping monks of tibet .	跳船的猴子 。
it's not the same . it is never the same .	這不是一樣 。
and that certainly is going in the right direction .	這當然是正確的方向 。
and all around the world are not exceptions .	世界各地都沒有例外 。
now , we live in times of incredible change .	現在 , 我們生活在不可思議的改變 。
maybe the barrier would be too universal .	也許障礙會太大學 。
redundancy is the critical issue here .	紅色是關鍵問題 。
'gravity is pulling me down .	重點是把我拉下來 。
first , why is transformation so exhausting ?	首先 , 為什麼轉變這麼讓人振奮 ?
they somehow get into this reserve .	他們會得到這個服務 。
here's another mars problem yet to be solved .	這是另一個火星問題 。
so these things together give us evolution , perhaps .	所以 , 這些東西會讓我們演化 , 也許 。
but i can tell you that i know what it means now .	但我可以告訴你我現在的意思 。
the devil is always in the details .	沙漠總是在細節中 。
einstein , can you also sing ?	愛因斯坦也可以唱嗎 ?
millions of people were in severe need of help .	數百萬人的需求 。
the earth is a statistical improbability .	地球是統計的 。
folate is critical for child development .	兒童發展很關鍵 。
we're not just talking about a fluke .	我們不只是談一個流感 。
in the real world , however , things are more complex .	然而 , 真正的世界 , 事情更複雜 。
we all need to eat a balanced diet .	我們需要吃平衡的食物 。
so it's a very nice little device .	這是一個非常棒的裝置 。
chris anderson: that was fascinating .	克里斯·安德森:那很棒 。
but i feel like i wanna get 'em .	但我覺得我很喜歡 。
in a perfect world we'd have 50 , 000 there .	在一個完美的世界裡 。
and to me , the weavers have found that language .	對我來說 , 重力發現了這種語言 。
je: and tony's done hundreds of these ?	珍:好幾百個 ?
it's part of the problem and part of the solution .	這是問題的一部分 。
i never needed biology to form family anyway . "	我從來不需要生物學 。 」
they own the laptops . they take them home .	他們擁有了筆記 , 他們帶他們回家 。
so they take the first one that comes along , often .	所以他們花了第一件事 。
i said , " people are starting with branded .	我說: 「 人們從品牌開始 。
but here and there and that . you know what to do .	但在這裡 , 你們知道該怎麼做 。
well , bernoulli tells us it is .	柏林告訴我們 。
jasmine has been his mate for some time .	詹姆斯是他的配偶 。
so people are really into cleanliness , right ?	所以人們真的在清潔 , 對吧 ?
he was 15 , a freshman in high school .	他15歲 , 高中的法國人 。
now , this is a profound biological effect .	這是一個非常深刻的生物效應 。
and tokyo ? it's 46 .	天空嗎 ? 這是46 。
sometimes they're floating around without an owner .	有時候 , 他們沒有自己的手 。
a few years ago , this map wasn't good enough .	幾年前 , 這張地圖不夠 。
the real hum is lovespecific .	真正的幽默是很愛的 。
the second barrier: researchers don't share .	第二個障礙:研究人員不分享 。
and when i run into them , a funny thing happens .	當我跑進去時 , 有趣的事發生了 。
" come on . you got a ticket ? "	「 來吧 ! 你得到了票嗎 ? 」
julian treasure: what a difference .	朱莉莎·安妮:什麼差異 。
what if every single car in europe had this technology in it ?	如果歐洲每一輛車都有這項技術 ?
that's where the third clue comes in .	這就是第三個結論 。
so i am well acquainted with this type of fuel .	所以 , 我和這類型燃料有關 。
now i'm seeing lots of smirks out there .	我看到很多鏡頭 。
it is a jigsaw puzzle still being put together .	這是一個拼字的謎題 。
we have visions like this . we have visions like this .	我們有視覺 。 我們有像這樣的視覺 。
and it has incredible , incredible accuracy .	非常不可思議 。
if i come down , i'm going to do a bit of shopping .	如果我下下面 , 我會做一點震動 。
so we asked researchers to survey the participants .	所以我們要求研究人員來調查參與者 。
i actually , i'm very afraid of sharks .	事實上 , 我很害怕鯊魚 。
it's called " dhani tackles the globe . "	它叫做 「 dhanick 」 。
because the reality is , this is not the industrial era .	因為事實是 , 這不是工業時代
it might be a diagnosis . it might be your intuition .	它可能是診斷 , 可能是你的直覺 。
so i'm immediately in interdependence land .	所以我立刻在國際地上 。
it was supposed to be an iceskating rink .	應該是冰箱 。
okay , 30 years ago we were coming out of the '70s .	三十年前 , 我們從70年前出來 。
this is a fundamental question that most of us are asking .	這是我們大多數人在問的問題 。
computer: a person sitting at a table with a cake .	電腦:一個人坐在桌上 。
that's the sum total of my contribution .	這是我的貢獻 。
and synapses can grow larger , and they can grow smaller .	突觸可以長大 , 它們可以更小 。
it's completely mechanical , again , a printer .	它完全機械 , 又是印刷機 。
they don't sleep in a quiet space .	他們不會睡在安靜的空間裡 。
something very odd , matteroffactly , never explained .	很奇怪的是 , 從來沒有解釋 。
and what is disappointing me is that we are not doing this .	對我來說 , 我們不是這樣做 。
and so how about that average baseline of happiness ?	所以 , 快樂的平均程度呢 ?
we call it , in fact , a lifi , lightfidelity .	事實上 , 我們稱之為 「 光明 」 。
shut the front door , you know what i'm talking about ?	分享前門 , 你知道我在說什麼 ?
you can take a class in logic , argumentation .	你可以在邏輯上課 。
hair started growing in all sorts of places , along with other things .	髮髮型開始在各種地方成長 , 和其他東西一樣 。
how many other things need to be analyzed by gender ?	有多少其他東西需要分析 ?
now , the first of these transformations is going to happen anyway .	第一條轉變將會發生 。
he wanted to be rich , and he wanted to be famous .	他想要富有 , 他想要有名 。
so what you're seeing on the left is a touch device .	左邊看到的是觸控器 。
and you say , " i'm going to spend more time with the kids .	你說: 「 我要花更多時間和孩子們一起 。
as simple as it sounds , it's really not that easy to find .	聽起來很簡單 , 很難找到 。
we know that actual human consciousness has something more than that .	我們知道 , 真正的人類意識比那樣 。
and on top of that , it was amazon rain forest .	在上面 , 這是亞馬遜雨林 。
but then brokk revealed its abilities .	但之後 , 布魯克揭露了它的能力 。
but i sat in during the negotiating session .	但在剛果的情況下 , 我坐著 。
it's an era known as the time of the giants .	它是巨大的時代 。
so you have to , i think , be trustworthy .	所以 , 你必須信任 。
the final juror that i spoke to was ken .	我最後的評判是ken 。
as an afrolatina , i'm one of millions .	身為阿富蘭人 , 我是數百萬人 。
our city couldn't possibly handle any more cars .	我們的城市無法用任何車子 。
we can make folds that we otherwise could not make .	我們能否否否做出摺疊 。
my mother said , " well let's do a picture of something else . "	我母親說: 「 嗯 , 我們來做其他的東西 。 」
i had the vegetable carvers work on that for me .	對我來說 , 我有個蔬菜車 。
i got a ferocious sore throat two days later .	兩天後 , 我得到了一場很高的威脅 。
i had to tend to my own rage and grief first .	我必須先傾向我的種族和悲慟 。
and even in terms of calories , it is very good .	甚至在計算方面 , 非常好 。
so you will always have some mobility in the wealth process .	所以你總是在財務過程中有一些能力 。
but the entire curve has moved to the right in the 1980s .	但整個曲線在1980年搬到右邊 。
darren dust mite and his family moved in .	達爾文·威爾和他的家人搬進去 。
and instead , we had to learn we kind of forced them to teach us .	相反 , 我們必須學會它們來教我們 。
you can have as many fonts on your system as you like . "	你可以在你喜歡的系統裡有許多的毒品 。 」
and it can package this information , and send it up to the brain .	它可以把這些信息傳送到大腦 。
it's the same in japanese and english .	日本和英文一樣 。
so here's an image of the long view of the search problem .	這是一個很長的看法 。
we don't have to stay stuck in old ideas about prison .	我們不需要留在舊的想法上 。
and you can see the shot right here is what it looks like today .	你可以看到這張照片是今天看起來的 。
and let me remind you that males don't bite .	讓我提醒你們 , 雄性不會咬 。
i love spoken word . i will keep coming back week after week . "	我很愛花了幾個禮拜 。 」
he had all these old automotive parts lying around .	他有這些自動派對 。
at least seven people died and many , many more were wounded .	至少七人死亡了 , 許多人被傷害 。
and we aren't talking about it we dismiss it .	我們不談論它 。
but other adults say incredibly painful things .	但其他成人說 , 非常痛苦 。
so what i'm going to do is share with you my lessons .	所以我要做的是和你們分享我的課題 。
we just haven't delivered these things to everybody just yet .	我們還沒把這些東西送到所有人身上 。
you can see that they work together , they pull at the same moment .	你們可以看到他們一起工作 , 他們在同一刻投入 。
very hard to find . maybe you've got some examples of it .	很難找到 。 也許你有一些例子 。
they have different ideas , different perspectives , and they can help you .	他們有不同的觀點 , 不同的觀點 , 他們可以幫助你 。
you know , the sheriff's office doesn't work up there .	你知道 , 婚姻的辦公室沒有工作 。
but we frequently find ships that are not doing that .	但我們通常會發現沒有這麼做的船隻 。
your beach is one mile long and you have no competition .	你的海灘是一英哩長 , 你沒有競爭 。
they do not say , " i want better hot water in the showers .	他們不會說: 「 我想要更好的水 。
and i'd like to bring that experience to the desktop .	我想把這個經驗帶到桌上 。
for eight years , she walked through the rift valley .	8年 , 她走過了禮物 。
i have been living and teaching in the gulf for over 30 years .	我已經活過了三十年了 。
well , is that a fairy tale or a living nightmare ?	嗯 , 這是一個公平的任務嗎 ?
they are absolutely disgusting and they're good for nothing . "	他們絕對很噁心 , 他們對沒有好 。 」
anxiously worrying about the future feels compelling .	焦慮的是 , 對於未來的感覺感到抱怨 。
so there's always a strong ecological component in the project .	所以 , 在這個計畫中總是有強大的生態元素 。
surfers , for example , know this incredibly .	舉例來說 , 調查很不可思議 。
it's almost defined by its invisibility .	幾乎是它的隱形 。
therefore , your brain has nothing to interpret into an image .	所以 , 你的腦袋沒有什麼干擾到圖片 。
and so , i pulled it all together and this is what i learned .	所以 , 我將它整合在一起 , 這就是我學到的 。
what is life after fossil fuels going to be like ?	石油的生命是什麼 ?
i know they sound kind of awful , but i absolutely love them .	我知道他們聽起來很糟 , 但我絕對很愛他們 。
these questions are really important to understanding basic aspects of human social nature .	這些問題真的很重要 。
and we believe there may be as many as 200 million people who are at risk .	我們相信有超過200萬人在冒險 。
so why not apply that to give refugees greater choice ?	所以 , 為什麼不適應更大的選擇呢 ?
that's the netflix show that i would binge .	這就是我在呼吸的網站 。
more than used up , walked on , driven through , shot up .	比以前 , 走過來 , 開槍 。
well , to a group like you , the trends are apparent .	像你一樣 , 趨勢很顯然 。
it sounds like some quiz show or something , doesn't it ?	它聽起來像是一些靜止的節目 , 不是嗎 ?
something , somewhere will always have changed , most of all , ourselves .	某個地方總是改變 , 大部分的人都會改變 。
they speak at my rallies , and i speak at their rallies .	他們在我的種族中說話 , 我說到他們的種族 。
do you know what the size of life in this necktie will be ?	你知道這隻脖子的大小是什麼 ?
design soundscapes to be beautiful around you at home and at work .	設計聽起來很漂亮 。
to me , it's the most understandable , even the most moving .	對我來說 , 它是最能理解的 。
so i went to sleep , and that was it for me .	所以我去睡 , 那對我來說是如此 。
i'm like , " dude , i'm hindu . "	我說: 「 嘿 , 我隱藏了 。 」
i want to talk to you about two of the most exciting possible things .	我想跟各位談談 , 最令人振奮的兩件事 。
we have " senior helper " for the adults .	我們有 「 感應者 」 。
and look what they did with our beautiful , nice , simple family game .	看看他們美麗、好、簡單的家庭遊戲 。
and what exactly does ballet bring to this— or any other story ?	球場到底是什麼 ? 或是其他故事 ?
forty percent attendance to 93 percent attendance .	百分之九十三 。
the body is something changeable anyone may develop a disability at any point .	身體是可以改變任何人可能在任何時候發展出殘疾 。
ca: all right , so it's the bridge fuel .	克:是的 , 所以這是橋樑燃料 。
but you might say , " i'm not a scientist .	但你可能會說: 「 我不是科學家 。
one or both , who knows ? or it could be something completely different .	兩者 , 誰知道嗎 ? 或者是完全不同的 。
that's why your schemas had better match reality .	這就是為什麼你的廚房有更好的現實 。
who feels that they're getting enough sleep here ?	誰覺得他們有足夠的睡覺 ?
but i'm british ; that's the way we like it .	但我是英國人 , 這就是我們喜歡的方式 。
it was dinnertime , and we started looking for a place to eat .	晚餐 , 我們開始找一個地方去吃的地方 。
that was the lesson . that was the inspirational moment .	這就是靈感的時刻 。
and that's why it's great to have collaboration .	這就是為什麼它很棒 。
don't even know the day i'll ever return .	甚至不知道我會回來 。
and then notice that a great many of these problems disappear .	然後注意到 , 很多問題消失了 。
and they recommend against crossing that line .	他們會反抗這些線 。
[proud to be pocatello] yeah .	是的 。
and zapped horribly , pathetically .	很糟的是 , 專利 。
james cavitt: thanks , john .	詹姆斯特:謝 , 約翰 。
plants can be extremely cunning as well .	植物也可能也能分開 。
and now , we're going to shoot a story in india .	現在 , 我們要在印度拍一個故事
and it looks a little bit like the octahedron .	看起來有點像巧克力 。
i was trying out so many different combinations of this .	我嘗試了很多不同的組合 。
and you cannot predict the outcome of human development .	你無法預測人類發展的結果 。
that's not the methodology at all that we work with .	這不是我們所用的方法 。
this small bee is holding up a large mirror .	這隻小熊在放大鏡子 。
and it's all about international writing systems .	關於國際寫系統 。
here's kílian running up the matterhorn .	這裡是kananananananan正在上市 。
and this is because china started producing them on a large scale .	這是因為中國開始在大規模上生產它們 。
marcus: you’re a rapper , am i right ?	馬:你是個老鼠 , 對吧 ?
trust is not parceled out , as we all know .	信任不是分開 , 只要我們都知道 。
most remarkable for the time was his method .	大部分時間都是他的方法 。
and smith says , how would you respond ?	老鼠說 , 你怎麼回應 ?
if we're still hungry , we might have some more .	如果我們仍然飢餓 , 我們可能會有更多 。
that meant it was metastasized from somewhere .	這意味著它從某個地方開始 。
the human species , in general , is fallible okay fine .	人類 , 一般來說 , 是不可能的 。
it's all incredibly humble material .	這是非常謙遜的材料 。
her trustworthiness and her motives .	她的信任和她的動機 。
now these animals are different from one another , because they have different genes .	這些動物是不同的 , 因為它們有不同的基因 。
and as people move to the countryside , how is that going to be ?	當人們移動到這個國家時 , 該怎麼做 ?
this is fourier's law of heat conduction .	這是四次的熱情法律 。
abed then told me why he'd suffered .	後來我告訴我為什麼他受苦 。
what we're talking about today is also rocket science .	我們今天所說的就是火箭科學 。
how do you have people realizing that they have a vision problem ?	你怎麼知道他們有視覺問題 ?
what can a country like the uk do on the supply side ?	像英國一樣的國家呢 ?
of course , this isn't the work of a modeler alone .	當然 , 這不是一個模型的作品 。
and more and more people are joining this movement every single day .	越來越多人每天都在加入這個運動 。
they have no trouble telling us what art is about .	他們沒有麻煩告訴我們藝術是什麼 。
ok , think of this as extreme selfmotivation .	好吧 , 想想這是極端自我動機 。
this is a history that the author experienced firsthand .	這是第一次經歷的歷史 。
now this sock puppet stuff isn't actually that new .	這類軟體其實不是新 。
well , these basically are things i believed in such a long time .	基本上就是我相信的 。
loving only our opponents is selfloathing .	只剩下我們的供應是自身的 。
we’re always competing intellectually in class .	我們總是在課堂上競爭 。
i have to tangibilitate the gospel . "	我必須提高目標 。 」
let's say i'm a fisherman and a farmer .	假設我是個漁夫和農夫 。
you're not interested in the limits of these things .	你沒有興趣這些東西的限制 。
this behavior is a symptom of the culture we've created .	這行為就是我們所創造的文化的象徵 。
and it reminded me of a day in 1971 .	在1971年提醒我 。
i'm always trying to find the best way to tell each story .	我總是試著找到最好的辦法 。
but i would always answer myself , " yes , of course you can . "	但我總是會回答自己: 「 當然 , 你可以 。 」
and it has to be solvable in a magazine .	它必須在雜誌上演化 。
they even use the brand name he created for his jihad .	他們甚至用他所創造的品牌 。
he goes to the ark . he opens the ark .	他去了ark 。 他打開了鯊魚 。
we think these little wireless sensors are more effective .	我們認為這些無線感測器更有效 。
scenario a wipes out 90 percent of humanity .	螢幕顯示人類的百分之九十 。
let’s start with the elftreefolk tie .	我們先從柔軟組織開始 。
he said , " the lord is my shepherd . "	他說: 「 洛杉磯是我的牧師 。 」
yet that is exactly what the american paradigm demands .	但這正是美國法官要求的 。
he says a bad lid can ruin your coffee .	他說糟糕的謊言可以破壞你的咖啡 。
dh: how you feeling , barry ? you feeling all right ?	dh:你怎麼感覺 ? 你感覺很好嗎 ?
this idea isn’t as farfetched as it may seem .	這想法不像它的感染 。
that preacher bangs on the pulpit for attention .	這位教練在靈感上 。
there is a famine there , a manmade famine .	那裡有個流感 , 一個男人的流感 。
can support a static load of 660 pounds .	可以支援660磅 。
chris anderson: wait a sec that's your wish ?	克里斯·安德森:等你的願望嗎 ?
well , when we went inside schools , we found something completely different .	當我們進入學校時 , 我們發現了完全不同的 。
so we're still three to five years out from human trials .	所以我們仍然在人類試驗中三到五年 。
do they lose some ? does it get better or worse ?	他們失去了嗎 ? 更好還是更糟 ?
with john adams , you fear the mob .	約翰·阿姆斯 , 你害怕摩擦 。
the fighters , the women and the flowers are gone .	奮鬥者 , 女人和花朵就開始了 。
it has a good probability of being in lots of different places .	它有很大的能力 。
mr . levine was kind and polite to me .	萊特對我來說很有趣 。
fortunately for me , my parents were not poetic .	幸運的是 , 我的父母沒有政治 。
and , not only can they read them , but they copy them .	不只是他們閱讀他們 , 而是複製它們 。
so for all of you who saw that , you're complete realists .	所以 , 你們都看過 , 你完全是真實主義者 。
" have you taken if for a month ? " " yes . "	「 沒錯嗎 ? 」
we were down to almost nothing in terms of a meal a day .	我們每天都沒有任何東西 。
and i have to say , i had amazing colleagues .	我必須說 , 我有很棒的同事 。
we've given businesses a framework for real change .	我們已經提供了一套真正的改變 。
that second memory probably isn't as strong , but why not ?	第二記憶可能不那麼強 , 但為什麼不 ?
joann butler: 005961 .	jonler:051 。
and its hugely important in learning and crafting the brain .	它在學習和動作中很重要 。
and i wasn't able to see it myself until i lived there .	直到我活在那裡 。
and , last but not least , it needs to be epic .	最後 , 至少 , 它必須是正常的 。
you go to wikipedia and the first map you find is this .	你去維基百科 , 第一張地圖就是這樣 。
and gelatinization is yet another oven transformation .	蓋爾文明尚未改變 。
tonight , like most nights , i'm all alone .	晚上 , 我只是孤單 。
leaders have about 400 of these touch points a day .	領導人每天有大約四百個觸覺點 。
and then count down the days and see what people ended up eating .	然後數天 , 看看人們最後吃了什麼 。
there are three ways . the main way is called dispositional .	有三個方法 , 主要的方法是 「 區別 」 。
we need to save ourselves from the tragedy of the commons .	我們需要拯救自己 。
and what about the lucky few who are in secondary school ?	而在第二個學校裡的一些人呢 ?
somebody said , " you are a white supremacist . "	有人說: 「 你是白人受傷者 。 」
find ways to demonstrate this as a value to your children .	找到方法 , 為你的孩子提供價值 。
and laurie's going to talk about this one a little bit .	各位先來談一下這一點 。
so it opens up a whole new world , and these people saw it .	所以它開了全新的世界 , 這些人看到了 。
and the laptop was running windows 98 .	而這筆筆筆記載是98 。
how to move you with your emotions , but also make your mind work .	如何與情緒移動 , 同時也會讓你的心智運作 。
we see that play itself out with empathy and respect .	我們看到自己有同理心和尊重 。
we got some purified baby diaper material .	我們得到了一些細菌材料 。
a closeup in vr means you're actually close up to someone .	假設你真的靠近一個人 。
the stuff has a very short halflife , same with brain science .	大腦科學有很短的一半 。
within five months all malawians began to starve to death .	在五個月內 , 瑪拉人開始盯著死亡 。
everybody has inside themselves what i call an " activation button . "	每個人都在我稱之為 「 活動 」 。
for so much of my life , i wanted something else to make me happy .	對我來說 , 我希望其他東西讓我感到快樂 。
and this was the first time i worked with nature , rather than against it .	這是我第一次和自然合作 , 而不是對抗 。
we want to navigate , explore , discover information .	我們想要探索、探索、發現資訊 。
zack and chris came to the dateathon together .	zack和克里斯一起 。
and so they said , " well , what's reading then ? "	所以他們說: 「 嗯 , 讀什麼 ? 」
whatcha doin' ? we gotta get some of that ! "	什麼 ? 我們得到了一些 ! 」
and tom would know just how hard to push the gun .	嗯 , 嗯 , 只知道要如何推動槍枝 。
but there was one particular star that i would look for , night after night .	但在晚上 , 有一顆特殊的星星 。
he goes back up to b , he gets very excited .	他回去b , 他非常興奮 。
and they have things like risotto chop suey .	他們有像黎明的成功 。
actually , i just needed to have a bit of help to come up to the stage .	事實上 , 我只需要一些幫助來到台上 。
so we needed a social method for figuring out the answer to this .	所以我們需要一個社會的方法來解決這個問題 。
they can sit two feet in front of the world's finest .	他們可以坐在世界最後的兩英呎 。
the armed forces implement the state monopoly on violence .	軍隊在暴力上提升了國家的力量 。
and it's not just atrazine they're exposed to .	這不僅是抽象的 。
what i'm about to show you is a diabetic ulcer .	我要給各位看的是糖尿病 。
downstairs: the reality of the us immigration system .	下樓梯:美國移民系統的現實 。
that's exactly what i mean about editing these kinds of processes .	這就是我所說的 , 編輯這些過程 。
she must serve the goddess for at least the next 30 years .	接下來的三十年 , 她必須維持神 。
and my question is this: " why are we ignoring the oceans ? "	我的問題是: 「 為什麼我們忽略海洋 ? 」
there are millions of people out there , like me , right now , feeling that way .	那裡有數百萬人 , 像我一樣 , 感覺到 。
they are coated . these fractures are coated with organic materials .	它們被複製 , 這些結構和有機材料相關 。
the gun's on top welded to a steel plate .	槍枝上方沒有被告知 。
so i repeat this taste procedure multiple times .	所以我重複了這個味道 。
and not just to tears , but to actually stop the genocide .	不只是淚水 , 而是要阻止基因發生 。
that's okay . things have been scary , things have been tough .	沒錯 , 一切都很害怕 。
but now , wikipedia doesn't just spontaneously work .	但現在 , 維基百科醫生不僅如此 。
they didn't get in as much trouble . they were better students .	他們沒有那麼麻煩 , 他們比較好學生 。
the outer circle shows what exercises they were focused on .	外面圓圈顯示他們專注於什麼 。
this is an original page of a guttenberg bible .	這是一個原始的網頁 。
he walks the face of the earth right now and knows why he's here .	他現在走向地球的面孔 , 知道他為什麼在這裡 。
that's a good thing , so i accepted the prize .	這是件好事 , 所以我接受了獎金 。
when you were fetuses , they helped your brain to fold itself .	當你餵食時 , 他們協助你的腦部折疊自己 。
now , you talk straight to me , what’s wrong with my films ?	現在 , 你跟我說 , 我的電影錯了什麼 ?
there's the reasoner in arguments as proofs .	在論點上有理由 。
by september , october , it's drying out .	9月 , 十月 , 被丟掉了 。
they were the coauthors of a book called " manifesta . "	他們是一本書名為 「 曼哈 」 的同事 。
these were the prototype geeks , the nerds .	這些是原型的地圖 , 神經 。
but here i am today , with you , and that is a miracle .	但今天我跟你們一起 , 這是一個奇蹟 。
but for this to occur , we need three critical changes .	但對於此 , 我們需要三個關鍵改變 。
one of my favorites is called subclinical acne .	我最喜歡的之一就是 「 潛意識 」 。
so now we have pluto to join the numbers of small planets .	現在我們有幸加入小行星的數量 。
so he doesn't want to be in that building when it explodes .	所以 , 他不想在那棟建築上 。
the instructions for every nook and cranny inside our cells .	在我們的細胞裡 , 每隻鼻子和乾淨的建設 。
i'm not kofi annan . he can't stop a war .	我不是韓國人 , 他無法停止戰爭 。
what if you combine the petals and the engine in the center ?	如果你把寵物和工程組合在一起 ?
what they've done is they've shifted their operations .	他們做的是 , 他們改變了他們的運作 。
even if they know what they need to do , it's not available .	即使他們知道他們需要做什麼 , 也不可避免 。
but of course , this luxury was not available to everybody .	當然 , 這奢侈不是每個人都可以的 。
and this is the first time we are presenting the data that you are going to see .	這是我們第一次在展示你將看到的數據 。
now i'm going to ask you again to switch on the emotional bit .	現在我再次請各位換一下情緒 。
we found something like 25 or 30 percent of the population it's just not for .	我們發現了25%或30%的人口 。
now the next ones i want you to do quickly and say it out loud .	現在我希望你們很快地說出它的失敗 。
if you are a parent , you know that kids love to keep making circles .	如果你是父母 , 你知道孩子們想要維持圓圈 。
short sleep predicts allcause mortality .	睡眠預測了所有的動作 。
and they talk a lot about engaging management on esg issues .	他們談到很多關於參與的管理 。
these are some examples of this system in action in the late 80s .	這是在80年代末期行動的一些例子 。
they believe deeply in the second amendment right to own those guns .	他們深信 , 在第二場會議中 。
" no need for birth control , doc , are you sure about that ? "	「 不需要生理控制 , 你確定嗎 ? 」
a woman in oregon recently experienced what this would be like .	最近的一位女子經歷了這會是什麼樣子
because my physicians constantly ask me questions about this .	因為我的醫生通常會問我這個問題 。
kahneman had a nice way of referring to that .	kahneman有很好的方法 。
there are many more hidden experiences and many stories are yet untold .	有很多隱藏經驗和許多故事都未被發現 。
there , he grew as a violinist and as a conductor .	他長大 , 身為暴力者 , 身為一個導師 。
and a lot of my school teachers didn't appreciate it much either .	很多學校老師都不太感謝 。
so what exactly is stopping these trees from growing taller , forever ?	所以 , 從成長過程中停止這些樹木 ?
so , one laptop per child was formed about a year and a half ago .	一年半前 , 每一筆筆筆筆記本都已經形成了 。
tomlinson is propelled forward and hits the floor .	湯姆森被推向 , 撞擊地面 。
now this may sound arrogant , or even full of hubris .	這聽起來很聰明 , 或甚至充滿飢餓 。
think about the young woman who must remain chaste before marriage .	想想在婚姻前的年輕女性 。
so from that point , there was a fit of opossum fever .	所以 , 從那時候 , 哲學的五分之一 。
